BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
GCF_003122215.1_Pararhodobacter_marinus_CIC4N-9-NZ_QEYD01000004.1.region001	NZ_QEYD01000004.1	Pararhodobacter marinus strain CIC4N-9	NRPS-like	NRPS	Pararhodobacter marinus CIC4N-9..	
GCF_003122215.1_Pararhodobacter_marinus_CIC4N-9-NZ_QEYD01000007.1.region001	NZ_QEYD01000007.1	Pararhodobacter marinus strain CIC4N-9	ectoine	Others	Pararhodobacter marinus CIC4N-9..	
GCF_003122215.1_Pararhodobacter_marinus_CIC4N-9-NZ_QEYD01000009.1.region001	NZ_QEYD01000009.1	Pararhodobacter marinus strain CIC4N-9	betalactone	Others	Pararhodobacter marinus CIC4N-9..	
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000002.1.region001	NZ_QKZO01000002.1	Rhodobacter capsulatus strain DSM 1710	hserlactone	Others	Rhodobacter capsulatus DSM 1710..	
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000004.1.region001	NZ_QKZO01000004.1	Rhodobacter capsulatus strain DSM 1710	terpene	Terpene	Rhodobacter capsulatus DSM 1710..	
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000006.1.region001	NZ_QKZO01000006.1	Rhodobacter capsulatus strain DSM 1710	hserlactone	Others	Rhodobacter capsulatus DSM 1710..	
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000012.1.region001	NZ_QKZO01000012.1	Rhodobacter capsulatus strain DSM 1710	NRPS-like	NRPS	Rhodobacter capsulatus DSM 1710..	
GCF_003254295.1_Rhodobacter_capsulatus_DSM_1710-NZ_QKZO01000015.1.region001	NZ_QKZO01000015.1	Rhodobacter capsulatus strain DSM 1710	NRPS.NRP-metallophore	Others	Rhodobacter capsulatus DSM 1710..	
GCF_003290025.1_Pseudogemmobacter_bohemicus_Cd-10-NZ_QNHG01000001.1.region001	NZ_QNHG01000001.1	Pseudogemmobacter bohemicus strain Cd-10	NRPS-like	NRPS	Pseudogemmobacter bohemicus Cd-10..	
GCF_003290025.1_Pseudogemmobacter_bohemicus_Cd-10-NZ_QNHG01000004.1.region001	NZ_QNHG01000004.1	Pseudogemmobacter bohemicus strain Cd-10	NRPS.NRPS-like	NRPS	Pseudogemmobacter bohemicus Cd-10..	
GCF_003290025.1_Pseudogemmobacter_bohemicus_Cd-10-NZ_QNHG01000006.1.region001	NZ_QNHG01000006.1	Pseudogemmobacter bohemicus strain Cd-10	hserlactone	Others	Pseudogemmobacter bohemicus Cd-10..	
GCF_003290025.1_Pseudogemmobacter_bohemicus_Cd-10-NZ_QNHG01000007.1.region001	NZ_QNHG01000007.1	Pseudogemmobacter bohemicus strain Cd-10	RRE-containing	RiPPs	Pseudogemmobacter bohemicus Cd-10..	
GCF_003350345.1_Alkalilacustris_brevis_34079-NZ_QNVJ01000007.1.region001	NZ_QNVJ01000007.1	Alkalilacustris brevis strain 34079	betalactone	Others	Alkalilacustris brevis 34079..	
GCF_003350345.1_Alkalilacustris_brevis_34079-NZ_QNVJ01000008.1.region001	NZ_QNVJ01000008.1	Alkalilacustris brevis strain 34079	ectoine	Others	Alkalilacustris brevis 34079..	
GCF_003350345.1_Alkalilacustris_brevis_34079-NZ_QNVJ01000053.1.region001	NZ_QNVJ01000053.1	Alkalilacustris brevis strain 34079	RRE-containing	RiPPs	Alkalilacustris brevis 34079..	
GCF_003350345.1_Alkalilacustris_brevis_34079-NZ_QNVJ01000054.1.region001	NZ_QNVJ01000054.1	Alkalilacustris brevis strain 34079	hserlactone	Others	Alkalilacustris brevis 34079..	
GCF_003990445.1_Pararhodobacter_zhoushanensis_ZQ420-NZ_REEZ01000003.1.region001	NZ_REEZ01000003.1	Pararhodobacter zhoushanensis strain ZQ420	NRPS-like	NRPS	Pararhodobacter zhoushanensis ZQ420..	
GCF_003990445.1_Pararhodobacter_zhoushanensis_ZQ420-NZ_REEZ01000004.1.region001	NZ_REEZ01000004.1	Pararhodobacter zhoushanensis strain ZQ420	NRPS-like.T1PKS	PKS-NRP_Hybrids	Pararhodobacter zhoushanensis ZQ420..	
GCF_004010155.1_Solirhodobacter_olei_Pet-1-NZ_RRYH01000002.1.region001	NZ_RRYH01000002.1	Solirhodobacter olei strain Pet-1	hserlactone	Others	Solirhodobacter olei Pet-1..	
GCF_004010155.1_Solirhodobacter_olei_Pet-1-NZ_RRYH01000011.1.region001	NZ_RRYH01000011.1	Solirhodobacter olei strain Pet-1	NRPS.T1PKS	PKS-NRP_Hybrids	Solirhodobacter olei Pet-1..	
GCF_004010155.1_Solirhodobacter_olei_Pet-1-NZ_RRYH01000015.1.region001	NZ_RRYH01000015.1	Solirhodobacter olei strain Pet-1	hserlactone	Others	Solirhodobacter olei Pet-1..	
GCF_004010155.1_Solirhodobacter_olei_Pet-1-NZ_RRYH01000029.1.region001	NZ_RRYH01000029.1	Solirhodobacter olei strain Pet-1	NRPS-like.hserlactone	Others	Solirhodobacter olei Pet-1..	
GCF_004015795.1_Falsirhodobacter_deserti_W402-NZ_ML137218.1.region001	NZ_ML137218.1	Falsirhodobacter deserti strain W402	hserlactone	Others	Falsirhodobacter deserti W402..	
GCF_004015795.1_Falsirhodobacter_deserti_W402-NZ_ML137218.1.region002	NZ_ML137218.1	Falsirhodobacter deserti strain W402	terpene	Terpene	Falsirhodobacter deserti W402..	
GCF_004015795.1_Falsirhodobacter_deserti_W402-NZ_ML137218.1.region003	NZ_ML137218.1	Falsirhodobacter deserti strain W402	terpene	Terpene	Falsirhodobacter deserti W402..	
GCF_004015795.1_Falsirhodobacter_deserti_W402-NZ_ML137218.1.region004	NZ_ML137218.1	Falsirhodobacter deserti strain W402	redox-cofactor	RiPPs	Falsirhodobacter deserti W402..	
GCF_004366635.1_Rhodobaca_bogoriensis_DSM_18756-NZ_SORN01000002.1.region001	NZ_SORN01000002.1	Rhodobaca bogoriensis strain DSM 18756	ectoine	Others	Rhodobaca bogoriensis DSM 18756..	
GCF_004366635.1_Rhodobaca_bogoriensis_DSM_18756-NZ_SORN01000002.1.region002	NZ_SORN01000002.1	Rhodobaca bogoriensis strain DSM 18756	hserlactone	Others	Rhodobaca bogoriensis DSM 18756..	
GCF_004366635.1_Rhodobaca_bogoriensis_DSM_18756-NZ_SORN01000003.1.region001	NZ_SORN01000003.1	Rhodobaca bogoriensis strain DSM 18756	terpene	Terpene	Rhodobaca bogoriensis DSM 18756..	
GCF_006716865.1_Roseinatronobacter_monicus_DSM_18423-NZ_VFPT01000001.1.region001	NZ_VFPT01000001.1	Roseinatronobacter monicus strain DSM 18423	terpene	Terpene	Roseinatronobacter monicus DSM 18423..	
GCF_006716865.1_Roseinatronobacter_monicus_DSM_18423-NZ_VFPT01000001.1.region002	NZ_VFPT01000001.1	Roseinatronobacter monicus strain DSM 18423	terpene.ectoine	Others	Roseinatronobacter monicus DSM 18423..	
GCF_009908165.1_Frigidibacter_albus_SP32-NZ_JAAAUC010000002.1.region001	NZ_JAAAUC010000002.1	Frigidibacter albus strain SP32	terpene	Terpene	Frigidibacter albus SP32..	
GCF_009908165.1_Frigidibacter_albus_SP32-NZ_JAAAUC010000008.1.region001	NZ_JAAAUC010000008.1	Frigidibacter albus strain SP32	T1PKS.hglE-KS	PKSother	Frigidibacter albus SP32..	
GCF_009908165.1_Frigidibacter_albus_SP32-NZ_JAAAUC010000009.1.region001	NZ_JAAAUC010000009.1	Frigidibacter albus strain SP32	hserlactone	Others	Frigidibacter albus SP32..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region001	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	ectoine	Others	Roseicitreum antarcticum ZS2-28..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region002	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	terpene	Terpene	Roseicitreum antarcticum ZS2-28..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region003	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	betalactone	Others	Roseicitreum antarcticum ZS2-28..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region004	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	hserlactone	Others	Roseicitreum antarcticum ZS2-28..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region005	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	ectoine	Others	Roseicitreum antarcticum ZS2-28..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region006	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	terpene	Terpene	Roseicitreum antarcticum ZS2-28..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region007	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	NRPS	NRPS	Roseicitreum antarcticum ZS2-28..	
GCF_014681765.1_Roseicitreum_antarcticum_ZS2-28-NZ_CP061498.1.region008	NZ_CP061498.1	Roseicitreum antarcticum strain ZS2-28	NRPS-like.T1PKS	PKS-NRP_Hybrids	Roseicitreum antarcticum ZS2-28..	
GCF_016653255.1_Rhodobaculum_claviforme_LMG_28126-NZ_NHSD01000218.1.region001	NZ_NHSD01000218.1	Rhodobaculum claviforme strain LMG28126	ectoine	Others	Rhodobaculum claviforme LMG28126..	
GCF_016653255.1_Rhodobaculum_claviforme_LMG_28126-NZ_NHSD01000237.1.region001	NZ_NHSD01000237.1	Rhodobaculum claviforme strain LMG28126	terpene	Terpene	Rhodobaculum claviforme LMG28126..	
GCF_016653255.1_Rhodobaculum_claviforme_LMG_28126-NZ_NHSD01000273.1.region001	NZ_NHSD01000273.1	Rhodobaculum claviforme strain LMG28126	terpene	Terpene	Rhodobaculum claviforme LMG28126..	
GCF_016653255.1_Rhodobaculum_claviforme_LMG_28126-NZ_NHSD01000292.1.region001	NZ_NHSD01000292.1	Rhodobaculum claviforme strain LMG28126	betalactone	Others	Rhodobaculum claviforme LMG28126..	
GCF_023336755.1_Roseibaca_sp.V10_V10-NZ_JALZWP010000001.1.region001	NZ_JALZWP010000001.1	Roseibaca sp.v10 strain V10	terpene	Terpene	Roseibaca sp.v10 V10..	
GCF_023336755.1_Roseibaca_sp.V10_V10-NZ_JALZWP010000002.1.region001	NZ_JALZWP010000002.1	Roseibaca sp.v10 strain V10	T3PKS	PKSother	Roseibaca sp.v10 V10..	
GCF_023336755.1_Roseibaca_sp.V10_V10-NZ_JALZWP010000002.1.region002	NZ_JALZWP010000002.1	Roseibaca sp.v10 strain V10	NRPS-like.T1PKS	PKS-NRP_Hybrids	Roseibaca sp.v10 V10..	
GCF_023336755.1_Roseibaca_sp.V10_V10-NZ_JALZWP010000003.1.region001	NZ_JALZWP010000003.1	Roseibaca sp.v10 strain V10	ectoine	Others	Roseibaca sp.v10 V10..	
GCF_023336755.1_Roseibaca_sp.V10_V10-NZ_JALZWP010000009.1.region001	NZ_JALZWP010000009.1	Roseibaca sp.v10 strain V10	RRE-containing	RiPPs	Roseibaca sp.v10 V10..	
GCF_023336755.1_Roseibaca_sp.V10_V10-NZ_JALZWP010000026.1.region001	NZ_JALZWP010000026.1	Roseibaca sp.v10 strain V10	T1PKS	PKSI	Roseibaca sp.v10 V10..	
GCF_900100045.1_Paracoccus_denitrificans_DSM_413-NZ_FNEA01000005.1.region001	NZ_FNEA01000005.1	Paracoccus denitrificans strain DSM 413	redox-cofactor.NRP-metallophore	Others	Paracoccus denitrificans DSM 413..	
