locus_tag	ftype	length_bp	gene	EC_number	COG	product
OCPFFIJE_00067	CDS	798	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
OCPFFIJE_00068	gene	1437	gltD			
OCPFFIJE_00068	CDS	1437	gltD	1.4.1.13		Glutamate synthase [NADPH] small chain
OCPFFIJE_00069	gene	657				
OCPFFIJE_00069	CDS	657				hypothetical protein
OCPFFIJE_00070	gene	423				
OCPFFIJE_00070	CDS	423				hypothetical protein
OCPFFIJE_00071	gene	3204	gltB_1			
OCPFFIJE_00071	CDS	3204	gltB_1	1.4.1.13		Glutamate synthase [NADPH] large chain
OCPFFIJE_00072	gene	1308	gltB_2			
OCPFFIJE_00072	CDS	1308	gltB_2	1.4.1.13		Glutamate synthase [NADPH] large chain
OCPFFIJE_00073	gene	723	mtgA_1			
OCPFFIJE_00073	CDS	723	mtgA_1	2.4.1.129		Biosynthetic peptidoglycan transglycosylase
OCPFFIJE_00074	gene	657	fzlA			
OCPFFIJE_00074	CDS	657	fzlA			FtsZ-localized protein A
OCPFFIJE_00075	gene	177				
OCPFFIJE_00075	CDS	177				hypothetical protein
OCPFFIJE_00076	gene	870	ilvE_1			
OCPFFIJE_00076	CDS	870	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
OCPFFIJE_00077	gene	498				
OCPFFIJE_00077	CDS	498				hypothetical protein
OCPFFIJE_00078	gene	702	ompR			
OCPFFIJE_00078	CDS	702	ompR			Transcriptional regulatory protein OmpR
OCPFFIJE_00079	gene	231	xseB			
OCPFFIJE_00079	CDS	231	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
OCPFFIJE_00080	gene	867	ispA			
OCPFFIJE_00080	CDS	867	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
OCPFFIJE_00081	gene	1911	dxs_1			
OCPFFIJE_00081	CDS	1911	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
OCPFFIJE_00082	gene	1197	ydhP			
OCPFFIJE_00082	CDS	1197	ydhP		COG2814	Inner membrane transport protein YdhP
OCPFFIJE_00083	gene	861				
OCPFFIJE_00083	CDS	861				hypothetical protein
OCPFFIJE_00084	gene	1005				
OCPFFIJE_00084	CDS	1005				hypothetical protein
OCPFFIJE_00085	gene	1170	macA			
OCPFFIJE_00085	CDS	1170	macA		COG0845	Macrolide export protein MacA
OCPFFIJE_00086	gene	1932	macB			
OCPFFIJE_00086	CDS	1932	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
OCPFFIJE_00087	gene	1704				
OCPFFIJE_00087	CDS	1704		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
OCPFFIJE_00088	gene	699				
OCPFFIJE_00088	CDS	699				hypothetical protein
OCPFFIJE_00089	gene	1536	clsC			
OCPFFIJE_00089	CDS	1536	clsC	2.7.8.-		Cardiolipin synthase C
OCPFFIJE_00090	gene	495				
OCPFFIJE_00090	CDS	495				hypothetical protein
OCPFFIJE_00091	gene	810	phyR			
OCPFFIJE_00091	CDS	810	phyR			Phyllosphere-induced regulator PhyR
OCPFFIJE_00092	gene	144				
OCPFFIJE_00092	CDS	144				hypothetical protein
OCPFFIJE_00093	gene	585	ecfG_1			
OCPFFIJE_00093	CDS	585	ecfG_1			ECF RNA polymerase sigma factor EcfG
OCPFFIJE_00094	gene	1764				
OCPFFIJE_00094	CDS	1764				hypothetical protein
OCPFFIJE_00095	gene	1566	clsB			
OCPFFIJE_00095	CDS	1566	clsB	2.7.8.-		Cardiolipin synthase B
OCPFFIJE_00096	gene	1071				
OCPFFIJE_00096	CDS	1071				hypothetical protein
OCPFFIJE_00097	gene	807				
OCPFFIJE_00097	CDS	807				hypothetical protein
OCPFFIJE_00098	gene	303				
OCPFFIJE_00098	CDS	303				hypothetical protein
OCPFFIJE_00099	gene	270				
OCPFFIJE_00099	CDS	270				hypothetical protein
OCPFFIJE_00100	gene	282				
OCPFFIJE_00100	CDS	282				hypothetical protein
OCPFFIJE_00101	gene	840				
OCPFFIJE_00101	CDS	840				hypothetical protein
OCPFFIJE_00102	gene	438	exbD			
OCPFFIJE_00102	CDS	438	exbD		COG0848	Biopolymer transport protein ExbD
OCPFFIJE_00103	gene	963	tolQ_1			
OCPFFIJE_00103	CDS	963	tolQ_1			Tol-Pal system protein TolQ
OCPFFIJE_00104	gene	825	motB			
OCPFFIJE_00104	CDS	825	motB		COG1360	Motility protein B
OCPFFIJE_00105	gene	1281	flgE			
OCPFFIJE_00105	CDS	1281	flgE		COG1749	Flagellar hook protein FlgE
OCPFFIJE_00106	gene	1296				
OCPFFIJE_00106	CDS	1296				hypothetical protein
OCPFFIJE_00107	gene	984				
OCPFFIJE_00107	CDS	984				hypothetical protein
OCPFFIJE_00108	gene	1086	flgI			
OCPFFIJE_00108	CDS	1086	flgI			Flagellar P-ring protein
OCPFFIJE_00109	gene	1044				
OCPFFIJE_00109	CDS	1044				hypothetical protein
OCPFFIJE_00110	gene	1842	mutL			
OCPFFIJE_00110	CDS	1842	mutL		COG0323	DNA mismatch repair protein MutL
OCPFFIJE_00111	gene	1305				
OCPFFIJE_00111	CDS	1305		3.4.24.-	COG0612	putative zinc protease
OCPFFIJE_00112	gene	1338				
OCPFFIJE_00112	CDS	1338		3.4.24.-	COG0612	putative zinc protease
OCPFFIJE_00113	gene	504				
OCPFFIJE_00113	CDS	504				hypothetical protein
OCPFFIJE_00114	gene	495	lspA			
OCPFFIJE_00114	CDS	495	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
OCPFFIJE_00115	gene	1581	purH			
OCPFFIJE_00115	CDS	1581	purH		COG0138	Bifunctional purine biosynthesis protein PurH
OCPFFIJE_00116	gene	1215				
OCPFFIJE_00116	CDS	1215				hypothetical protein
OCPFFIJE_00117	gene	1260	rsmB_1			
OCPFFIJE_00117	CDS	1260	rsmB_1	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
OCPFFIJE_00118	gene	432	mshD_1			
OCPFFIJE_00118	CDS	432	mshD_1	2.3.1.189		Mycothiol acetyltransferase
OCPFFIJE_00119	gene	810	dapB			
OCPFFIJE_00119	CDS	810	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
OCPFFIJE_00120	gene	411	rbfA			
OCPFFIJE_00120	CDS	411	rbfA			Ribosome-binding factor A
OCPFFIJE_00121	gene	726				
OCPFFIJE_00121	CDS	726				hypothetical protein
OCPFFIJE_00122	gene	537	truB_1			
OCPFFIJE_00122	CDS	537	truB_1	5.4.99.25	COG0130	tRNA pseudouridine synthase B
OCPFFIJE_00123	gene	315	truB_2			
OCPFFIJE_00123	CDS	315	truB_2	5.4.99.25		tRNA pseudouridine synthase B
OCPFFIJE_00124	gene	519				
OCPFFIJE_00124	CDS	519				hypothetical protein
OCPFFIJE_00125	gene	666				
OCPFFIJE_00125	CDS	666				hypothetical protein
OCPFFIJE_00126	gene	1734	ilvD			
OCPFFIJE_00126	CDS	1734	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
OCPFFIJE_00127	gene	765				
OCPFFIJE_00127	CDS	765				hypothetical protein
OCPFFIJE_00128	gene	357				
OCPFFIJE_00128	CDS	357				hypothetical protein
OCPFFIJE_00129	gene	2226	rnr			
OCPFFIJE_00129	CDS	2226	rnr	3.1.13.1	COG0557	Ribonuclease R
OCPFFIJE_00130	gene	1233				
OCPFFIJE_00130	CDS	1233				Tn3 family transposase TnXax1
OCPFFIJE_00131	gene	270				
OCPFFIJE_00131	CDS	270				hypothetical protein
OCPFFIJE_00132	gene	720				
OCPFFIJE_00132	CDS	720				hypothetical protein
OCPFFIJE_00133	gene	1140	dapE_2			
OCPFFIJE_00133	CDS	1140	dapE_2	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
OCPFFIJE_00134	gene	321				
OCPFFIJE_00134	CDS	321				hypothetical protein
OCPFFIJE_00135	gene	255				
OCPFFIJE_00135	CDS	255				hypothetical protein
OCPFFIJE_00136	gene	825	dapD			
OCPFFIJE_00136	CDS	825	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
OCPFFIJE_00137	gene	840				
OCPFFIJE_00137	CDS	840				hypothetical protein
OCPFFIJE_00138	gene	216				
OCPFFIJE_00138	CDS	216				hypothetical protein
OCPFFIJE_00139	gene	1179	rlmN			
OCPFFIJE_00139	CDS	1179	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
OCPFFIJE_00140	gene	525				
OCPFFIJE_00140	CDS	525				hypothetical protein
OCPFFIJE_00141	gene	387				
OCPFFIJE_00141	CDS	387				hypothetical protein
OCPFFIJE_00142	gene	798				
OCPFFIJE_00142	CDS	798				hypothetical protein
OCPFFIJE_00143	gene	1368	pepA_1			
OCPFFIJE_00143	CDS	1368	pepA_1	3.4.11.10		cytosol aminopeptidase
OCPFFIJE_00144	gene	369				
OCPFFIJE_00144	CDS	369				hypothetical protein
OCPFFIJE_00145	gene	648	cynT			
OCPFFIJE_00145	CDS	648	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
OCPFFIJE_00146	gene	303				
OCPFFIJE_00146	CDS	303				hypothetical protein
OCPFFIJE_00147	gene	1023	asd2			
OCPFFIJE_00147	CDS	1023	asd2	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase 2
OCPFFIJE_00148	gene	624				
OCPFFIJE_00148	CDS	624				hypothetical protein
OCPFFIJE_00149	gene	1014	mshA_1			
OCPFFIJE_00149	CDS	1014	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
OCPFFIJE_00150	gene	270				
OCPFFIJE_00150	CDS	270				hypothetical protein
OCPFFIJE_00151	gene	1611	malL_1			
OCPFFIJE_00151	CDS	1611	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
OCPFFIJE_00152	gene	606				
OCPFFIJE_00152	CDS	606				hypothetical protein
OCPFFIJE_00153	gene	687				
OCPFFIJE_00153	CDS	687				hypothetical protein
OCPFFIJE_00154	gene	903				
OCPFFIJE_00154	CDS	903				hypothetical protein
OCPFFIJE_00155	gene	672	ftsE			
OCPFFIJE_00155	CDS	672	ftsE		COG2884	Cell division ATP-binding protein FtsE
OCPFFIJE_00156	gene	471				
OCPFFIJE_00156	CDS	471				hypothetical protein
OCPFFIJE_00157	gene	2349				
OCPFFIJE_00157	CDS	2349				hypothetical protein
OCPFFIJE_00158	gene	1266	lysA			
OCPFFIJE_00158	CDS	1266	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
OCPFFIJE_00159	gene	144				
OCPFFIJE_00159	CDS	144				hypothetical protein
OCPFFIJE_00160	gene	156				
OCPFFIJE_00160	CDS	156				hypothetical protein
OCPFFIJE_00161	gene	1401	argH			
OCPFFIJE_00161	CDS	1401	argH	4.3.2.1	COG0165	Argininosuccinate lyase
OCPFFIJE_00162	gene	540	resA_1			
OCPFFIJE_00162	CDS	540	resA_1			Thiol-disulfide oxidoreductase ResA
OCPFFIJE_00163	gene	594	tag			
OCPFFIJE_00163	CDS	594	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
OCPFFIJE_00164	gene	825				
OCPFFIJE_00164	CDS	825			COG2200	putative signaling protein
OCPFFIJE_00165	gene	168				
OCPFFIJE_00165	CDS	168				hypothetical protein
OCPFFIJE_00166	gene	780	yfiC			
OCPFFIJE_00166	CDS	780	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
OCPFFIJE_00167	gene	213				
OCPFFIJE_00167	CDS	213				hypothetical protein
OCPFFIJE_00168	gene	996	ispB			
OCPFFIJE_00168	CDS	996	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
OCPFFIJE_00169	gene	852	ispE			
OCPFFIJE_00169	CDS	852	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
OCPFFIJE_00170	gene	1707	bepA_1			
OCPFFIJE_00170	CDS	1707	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
OCPFFIJE_00171	gene	1653				
OCPFFIJE_00171	CDS	1653		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
OCPFFIJE_00172	gene	456	greA			
OCPFFIJE_00172	CDS	456	greA		COG0782	Transcription elongation factor GreA
OCPFFIJE_00173	gene	849				
OCPFFIJE_00173	CDS	849				hypothetical protein
OCPFFIJE_00174	gene	594				
OCPFFIJE_00174	CDS	594				hypothetical protein
OCPFFIJE_00175	gene	699	ygaZ			
OCPFFIJE_00175	CDS	699	ygaZ		COG1296	Inner membrane protein YgaZ
OCPFFIJE_00176	gene	315				
OCPFFIJE_00176	CDS	315				hypothetical protein
OCPFFIJE_00177	gene	642				
OCPFFIJE_00177	CDS	642				hypothetical protein
OCPFFIJE_00178	gene	936	ywlC			
OCPFFIJE_00178	CDS	936	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
OCPFFIJE_00179	gene	825	pheA			
OCPFFIJE_00179	CDS	825	pheA		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
OCPFFIJE_00180	gene	504	cycM			
OCPFFIJE_00180	CDS	504	cycM		COG3474	Cytochrome c-552
OCPFFIJE_00181	gene	1866				
OCPFFIJE_00181	CDS	1866				hypothetical protein
OCPFFIJE_00182	gene	1095	yejB			
OCPFFIJE_00182	CDS	1095	yejB		COG4174	Inner membrane ABC transporter permease protein YejB
OCPFFIJE_00183	gene	1104	yejE			
OCPFFIJE_00183	CDS	1104	yejE		COG4239	Inner membrane ABC transporter permease protein YejE
OCPFFIJE_00184	gene	1575	yejF_1			
OCPFFIJE_00184	CDS	1575	yejF_1		COG4172	putative ABC transporter ATP-binding protein YejF
OCPFFIJE_00185	gene	1209	mshA_2			
OCPFFIJE_00185	CDS	1209	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
OCPFFIJE_00186	gene	1404				
OCPFFIJE_00186	CDS	1404				hypothetical protein
OCPFFIJE_00187	gene	345	clpS			
OCPFFIJE_00187	CDS	345	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
OCPFFIJE_00188	gene	972	rsmC			
OCPFFIJE_00188	CDS	972	rsmC	2.1.1.172		Ribosomal RNA small subunit methyltransferase C
OCPFFIJE_00189	gene	411				
OCPFFIJE_00189	CDS	411				hypothetical protein
OCPFFIJE_00190	gene	855	hemF			
OCPFFIJE_00190	CDS	855	hemF	1.3.3.3		Oxygen-dependent coproporphyrinogen-III oxidase
OCPFFIJE_00191	gene	2430	cshB			
OCPFFIJE_00191	CDS	2430	cshB	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshB
OCPFFIJE_00192	gene	807	ymdB			
OCPFFIJE_00192	CDS	807	ymdB	3.1.4.16	COG1692	2',3'-cyclic-nucleotide 2'-phosphodiesterase
OCPFFIJE_00193	gene	1773				
OCPFFIJE_00193	CDS	1773				hypothetical protein
OCPFFIJE_00194	gene	744	pmpR			
OCPFFIJE_00194	CDS	744	pmpR		COG0217	Transcriptional regulatory protein PmpR
OCPFFIJE_00195	gene	672	argO_2			
OCPFFIJE_00195	CDS	672	argO_2		COG1279	Arginine exporter protein ArgO
OCPFFIJE_00196	gene	885	ribN_1			
OCPFFIJE_00196	CDS	885	ribN_1			Riboflavin transporter
OCPFFIJE_00197	gene	2040	glgX_1			
OCPFFIJE_00197	CDS	2040	glgX_1	3.2.1.-	COG1523	Glycogen operon protein GlgX 
OCPFFIJE_00198	gene	1221	glgC			
OCPFFIJE_00198	CDS	1221	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
OCPFFIJE_00199	gene	2235	treY			
OCPFFIJE_00199	CDS	2235	treY	5.4.99.15		Maltooligosyl trehalose synthase
OCPFFIJE_00200	gene	660				
OCPFFIJE_00200	CDS	660				hypothetical protein
OCPFFIJE_00201	gene	1224				
OCPFFIJE_00201	CDS	1224				hypothetical protein
OCPFFIJE_00202	gene	1413				
OCPFFIJE_00202	CDS	1413				hypothetical protein
OCPFFIJE_00203	gene	2208	ybiO			
OCPFFIJE_00203	CDS	2208	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
OCPFFIJE_00204	gene	969				
OCPFFIJE_00204	CDS	969			COG4307	putative protein
OCPFFIJE_00205	gene	2502				
OCPFFIJE_00205	CDS	2502				hypothetical protein
OCPFFIJE_00206	gene	1719	metG			
OCPFFIJE_00206	CDS	1719	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
OCPFFIJE_00207	gene	1035	tas			
OCPFFIJE_00207	CDS	1035	tas		COG0667	Protein tas
OCPFFIJE_00208	gene	477				
OCPFFIJE_00208	CDS	477				hypothetical protein
OCPFFIJE_00209	gene	489				
OCPFFIJE_00209	CDS	489				hypothetical protein
OCPFFIJE_00210	gene	579	sigE			
OCPFFIJE_00210	CDS	579	sigE		COG1595	ECF RNA polymerase sigma factor SigE
OCPFFIJE_00211	gene	327				
OCPFFIJE_00211	CDS	327				hypothetical protein
OCPFFIJE_00212	gene	462				
OCPFFIJE_00212	CDS	462				hypothetical protein
OCPFFIJE_00213	gene	1332	pleD			
OCPFFIJE_00213	CDS	1332	pleD			Response regulator PleD
OCPFFIJE_00214	gene	294				
OCPFFIJE_00214	CDS	294				hypothetical protein
OCPFFIJE_00215	gene	681	mupP			
OCPFFIJE_00215	CDS	681	mupP	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
OCPFFIJE_00216	gene	1962	acsA			
OCPFFIJE_00216	CDS	1962	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
OCPFFIJE_00217	gene	705	adk_1			
OCPFFIJE_00217	CDS	705	adk_1	2.7.4.3	COG0563	Adenylate kinase
OCPFFIJE_00218	gene	1791	nanT			
OCPFFIJE_00218	CDS	1791	nanT			Sialic acid transporter NanT
OCPFFIJE_00219	gene	318				
OCPFFIJE_00219	CDS	318				hypothetical protein
OCPFFIJE_00220	gene	774	truA			
OCPFFIJE_00220	CDS	774	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
OCPFFIJE_00221	gene	1413	ycjX			
OCPFFIJE_00221	CDS	1413	ycjX		COG3106	putative protein YcjX
OCPFFIJE_00222	gene	972				
OCPFFIJE_00222	CDS	972				hypothetical protein
OCPFFIJE_00223	gene	927	rbn			
OCPFFIJE_00223	CDS	927	rbn	3.1.26.11		Ribonuclease BN
OCPFFIJE_00224	gene	417				
OCPFFIJE_00224	CDS	417				hypothetical protein
OCPFFIJE_00225	gene	1536	eryB			
OCPFFIJE_00225	CDS	1536	eryB	1.1.1.402	COG0578	D-erythritol 1-phosphate dehydrogenase
OCPFFIJE_00226	gene	1455	glpK			
OCPFFIJE_00226	CDS	1455	glpK	2.7.1.30		Glycerol kinase
OCPFFIJE_00227	gene	1026	hemE			
OCPFFIJE_00227	CDS	1026	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
OCPFFIJE_00228	gene	933	hemC			
OCPFFIJE_00228	CDS	933	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
OCPFFIJE_00229	gene	429	osmC			
OCPFFIJE_00229	CDS	429	osmC	1.11.1.15	COG1764	Peroxiredoxin OsmC
OCPFFIJE_00230	gene	468				
OCPFFIJE_00230	CDS	468				hypothetical protein
OCPFFIJE_00231	gene	780	sdhB			
OCPFFIJE_00231	CDS	780	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
OCPFFIJE_00232	gene	291				
OCPFFIJE_00232	CDS	291				hypothetical protein
