locus_tag	ftype	length_bp	gene	EC_number	COG	product
FDFPEOFN_00063	gene	1029	iolG_2			
FDFPEOFN_00063	CDS	1029	iolG_2	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
FDFPEOFN_00064	gene	852	ngcG			
FDFPEOFN_00064	CDS	852	ngcG		COG0395	Diacetylchitobiose uptake system permease protein NgcG
FDFPEOFN_00065	gene	930	lacF_2			
FDFPEOFN_00065	CDS	930	lacF_2			Lactose transport system permease protein LacF
FDFPEOFN_00066	gene	1254				
FDFPEOFN_00066	CDS	1254				hypothetical protein
FDFPEOFN_00067	gene	885	gspK			
FDFPEOFN_00067	CDS	885	gspK	2.7.1.8	COG2971	Glucosamine kinase GspK
FDFPEOFN_00068	gene	1023	glmS			
FDFPEOFN_00068	CDS	1023	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
FDFPEOFN_00069	gene	1137	nagA			
FDFPEOFN_00069	CDS	1137	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
FDFPEOFN_00070	gene	504				
FDFPEOFN_00070	CDS	504		3.1.3.-	COG2062	putative protein
FDFPEOFN_00071	gene	648				
FDFPEOFN_00071	CDS	648				hypothetical protein
FDFPEOFN_00072	gene	891	argB			
FDFPEOFN_00072	CDS	891	argB	2.7.2.8	COG0548	Acetylglutamate kinase
FDFPEOFN_00073	gene	654	engB			
FDFPEOFN_00073	CDS	654	engB			GTP-binding protein EngB
FDFPEOFN_00074	gene	744				
FDFPEOFN_00074	CDS	744				hypothetical protein
FDFPEOFN_00075	gene	1770	yidC			
FDFPEOFN_00075	CDS	1770	yidC			Membrane protein insertase YidC
FDFPEOFN_00076	gene	846	ttcA			
FDFPEOFN_00076	CDS	846	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
FDFPEOFN_00077	gene	261	yidD			
FDFPEOFN_00077	CDS	261	yidD		COG0759	Putative membrane protein insertion efficiency factor
FDFPEOFN_00078	gene	423	rnpA			
FDFPEOFN_00078	CDS	423	rnpA	3.1.26.5		Ribonuclease P protein component
FDFPEOFN_00079	gene	135	rpmH			
FDFPEOFN_00079	CDS	135	rpmH		COG0230	50S ribosomal protein L34
FDFPEOFN_00080	gene	726				
FDFPEOFN_00080	CDS	726				hypothetical protein
FDFPEOFN_00081	gene	1395	merA			
FDFPEOFN_00081	CDS	1395	merA	1.16.1.1		Mercuric reductase
FDFPEOFN_00082	gene	1392	sasA_1			
FDFPEOFN_00082	CDS	1392	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
FDFPEOFN_00083	gene	77				
FDFPEOFN_00083	tRNA	77				tRNA-Arg(acg)
FDFPEOFN_00084	gene	474	hndA			
FDFPEOFN_00084	CDS	474	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
FDFPEOFN_00085	gene	1509	hndC			
FDFPEOFN_00085	CDS	1509	hndC	1.12.1.3	COG1145	NADP-reducing hydrogenase subunit HndC
FDFPEOFN_00086	gene	2907				
FDFPEOFN_00086	CDS	2907		1.17.1.9		Putative formate dehydrogenase
FDFPEOFN_00087	gene	822	fdhD_1			
FDFPEOFN_00087	CDS	822	fdhD_1		COG1526	Sulfur carrier protein FdhD
FDFPEOFN_00088	gene	207				
FDFPEOFN_00088	CDS	207				hypothetical protein
FDFPEOFN_00089	gene	1086	btuD_1			
FDFPEOFN_00089	CDS	1086	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FDFPEOFN_00090	gene	696	modB			
FDFPEOFN_00090	CDS	696	modB		COG4149	Molybdenum transport system permease protein ModB
FDFPEOFN_00091	gene	765	modA			
FDFPEOFN_00091	CDS	765	modA		COG0725	Molybdate-binding protein ModA
FDFPEOFN_00092	gene	366				
FDFPEOFN_00092	CDS	366				hypothetical protein
FDFPEOFN_00093	gene	717				
FDFPEOFN_00093	CDS	717				hypothetical protein
FDFPEOFN_00094	gene	657	ppaX			
FDFPEOFN_00094	CDS	657	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
FDFPEOFN_00095	gene	1032	rluC			
FDFPEOFN_00095	CDS	1032	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
FDFPEOFN_00096	gene	1314	rarA			
FDFPEOFN_00096	CDS	1314	rarA		COG2256	Replication-associated recombination protein A
FDFPEOFN_00097	gene	1386	degP_1			
FDFPEOFN_00097	CDS	1386	degP_1	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
FDFPEOFN_00098	gene	420	rplQ			
FDFPEOFN_00098	CDS	420	rplQ		COG0203	50S ribosomal protein L17
FDFPEOFN_00099	gene	1017	rpoA			
FDFPEOFN_00099	CDS	1017	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
FDFPEOFN_00100	gene	390	rpsK			
FDFPEOFN_00100	CDS	390	rpsK		COG0100	30S ribosomal protein S11
FDFPEOFN_00101	gene	369	rpsM			
FDFPEOFN_00101	CDS	369	rpsM		COG0099	30S ribosomal protein S13
FDFPEOFN_00102	gene	342				
FDFPEOFN_00102	CDS	342				hypothetical protein
FDFPEOFN_00103	gene	579	adk_1			
FDFPEOFN_00103	CDS	579	adk_1	2.7.4.3	COG0563	Adenylate kinase
FDFPEOFN_00104	gene	1368	secY			
FDFPEOFN_00104	CDS	1368	secY		COG0201	Protein translocase subunit SecY
FDFPEOFN_00105	gene	492	rplO			
FDFPEOFN_00105	CDS	492	rplO		COG0200	50S ribosomal protein L15
FDFPEOFN_00106	gene	861				
FDFPEOFN_00106	CDS	861				hypothetical protein
FDFPEOFN_00107	gene	189	rpmD			
FDFPEOFN_00107	CDS	189	rpmD		COG1841	50S ribosomal protein L30
FDFPEOFN_00108	gene	561	rpsE			
FDFPEOFN_00108	CDS	561	rpsE		COG0098	30S ribosomal protein S5
FDFPEOFN_00109	gene	360	rplR			
FDFPEOFN_00109	CDS	360	rplR		COG0256	50S ribosomal protein L18
FDFPEOFN_00110	gene	534	rplF			
FDFPEOFN_00110	CDS	534	rplF		COG0097	50S ribosomal protein L6
FDFPEOFN_00111	gene	399	rpsH			
FDFPEOFN_00111	CDS	399	rpsH		COG0096	30S ribosomal protein S8
FDFPEOFN_00112	gene	306	rpsN			
FDFPEOFN_00112	CDS	306	rpsN		COG0199	30S ribosomal protein S14
FDFPEOFN_00113	gene	561	rplE			
FDFPEOFN_00113	CDS	561	rplE		COG0094	50S ribosomal protein L5
FDFPEOFN_00114	gene	306	rplX			
FDFPEOFN_00114	CDS	306	rplX		COG0198	50S ribosomal protein L24
FDFPEOFN_00115	gene	369	rplN			
FDFPEOFN_00115	CDS	369	rplN		COG0093	50S ribosomal protein L14
FDFPEOFN_00116	gene	240	rpsQ			
FDFPEOFN_00116	CDS	240	rpsQ		COG0186	30S ribosomal protein S17
FDFPEOFN_00117	gene	204	rpmC			
FDFPEOFN_00117	CDS	204	rpmC		COG0255	50S ribosomal protein L29
FDFPEOFN_00118	gene	414	rplP			
FDFPEOFN_00118	CDS	414	rplP		COG0197	50S ribosomal protein L16
FDFPEOFN_00119	gene	702	rpsC			
FDFPEOFN_00119	CDS	702	rpsC		COG0092	30S ribosomal protein S3
FDFPEOFN_00120	gene	381	rplV			
FDFPEOFN_00120	CDS	381	rplV		COG0091	50S ribosomal protein L22
FDFPEOFN_00121	gene	279	rpsS			
FDFPEOFN_00121	CDS	279	rpsS		COG0185	30S ribosomal protein S19
FDFPEOFN_00122	gene	840	rplB			
FDFPEOFN_00122	CDS	840	rplB		COG0090	50S ribosomal protein L2
FDFPEOFN_00123	gene	906				
FDFPEOFN_00123	CDS	906				hypothetical protein
FDFPEOFN_00124	gene	297	rplW			
FDFPEOFN_00124	CDS	297	rplW		COG0089	50S ribosomal protein L23
FDFPEOFN_00125	gene	621	rplD			
FDFPEOFN_00125	CDS	621	rplD		COG0088	50S ribosomal protein L4
FDFPEOFN_00126	gene	837	rplC			
FDFPEOFN_00126	CDS	837	rplC		COG0087	50S ribosomal protein L3
FDFPEOFN_00127	gene	309	rpsJ			
FDFPEOFN_00127	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
FDFPEOFN_00128	gene	1107	flgI			
FDFPEOFN_00128	CDS	1107	flgI			Flagellar P-ring protein
FDFPEOFN_00129	gene	1008				
FDFPEOFN_00129	CDS	1008				hypothetical protein
FDFPEOFN_00130	gene	1443				
FDFPEOFN_00130	CDS	1443				hypothetical protein
FDFPEOFN_00131	gene	1299	flgE			
FDFPEOFN_00131	CDS	1299	flgE		COG1749	Flagellar hook protein FlgE
FDFPEOFN_00132	gene	789	lafU			
FDFPEOFN_00132	CDS	789	lafU		COG1360	Chemotaxis protein LafU
FDFPEOFN_00133	gene	585				
FDFPEOFN_00133	CDS	585				hypothetical protein
FDFPEOFN_00134	gene	210				
FDFPEOFN_00134	CDS	210				hypothetical protein
FDFPEOFN_00135	gene	345				
FDFPEOFN_00135	CDS	345				hypothetical protein
FDFPEOFN_00136	gene	1362	pmbA			
FDFPEOFN_00136	CDS	1362	pmbA	3.4.-.-	COG0312	Metalloprotease PmbA
FDFPEOFN_00137	gene	807	suhB_1			
FDFPEOFN_00137	CDS	807	suhB_1	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
FDFPEOFN_00138	gene	1173				
FDFPEOFN_00138	CDS	1173				hypothetical protein
FDFPEOFN_00139	gene	990	lpxK			
FDFPEOFN_00139	CDS	990	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
FDFPEOFN_00140	gene	987				
FDFPEOFN_00140	CDS	987				hypothetical protein
FDFPEOFN_00141	gene	1422	ycjX			
FDFPEOFN_00141	CDS	1422	ycjX		COG3106	putative protein YcjX
FDFPEOFN_00142	gene	639				
FDFPEOFN_00142	CDS	639				hypothetical protein
FDFPEOFN_00143	gene	618	COQ3			
FDFPEOFN_00143	CDS	618	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
FDFPEOFN_00144	gene	870	ilvE_1			
FDFPEOFN_00144	CDS	870	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
FDFPEOFN_00145	gene	507				
FDFPEOFN_00145	CDS	507				hypothetical protein
FDFPEOFN_00146	gene	720	ompR			
FDFPEOFN_00146	CDS	720	ompR			Transcriptional regulatory protein OmpR
FDFPEOFN_00147	gene	1263	purD			
FDFPEOFN_00147	CDS	1263	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
FDFPEOFN_00148	gene	1542	xseA			
FDFPEOFN_00148	CDS	1542	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
FDFPEOFN_00149	gene	636				
FDFPEOFN_00149	CDS	636				hypothetical protein
FDFPEOFN_00150	gene	2037	stcD			
FDFPEOFN_00150	CDS	2037	stcD	1.-.-.-		putative N-methylproline demethylase
FDFPEOFN_00151	gene	1236				
FDFPEOFN_00151	CDS	1236		1.14.13.239		Carnitine monooxygenase oxygenase subunit
FDFPEOFN_00152	gene	1074	hmp			
FDFPEOFN_00152	CDS	1074	hmp	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
FDFPEOFN_00153	gene	261				
FDFPEOFN_00153	CDS	261				hypothetical protein
FDFPEOFN_00154	gene	1866	uvrC			
FDFPEOFN_00154	CDS	1866	uvrC		COG0322	UvrABC system protein C
FDFPEOFN_00155	gene	777	fabG_1			
FDFPEOFN_00155	CDS	777	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FDFPEOFN_00156	gene	942	yrbG_1			
FDFPEOFN_00156	CDS	942	yrbG_1		COG0530	Inner membrane protein YrbG
FDFPEOFN_00157	gene	192				
FDFPEOFN_00157	CDS	192				hypothetical protein
FDFPEOFN_00158	gene	798	sppA			
FDFPEOFN_00158	CDS	798	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
FDFPEOFN_00159	gene	900	oxyR_1			
FDFPEOFN_00159	CDS	900	oxyR_1			Hydrogen peroxide-inducible genes activator
FDFPEOFN_00160	gene	936				
FDFPEOFN_00160	CDS	936				hypothetical protein
FDFPEOFN_00161	gene	609				
FDFPEOFN_00161	CDS	609				hypothetical protein
FDFPEOFN_00162	gene	1407	pccR_1			
FDFPEOFN_00162	CDS	1407	pccR_1		COG1396	Propionyl-CoA carboxylase regulator
FDFPEOFN_00163	gene	1218	sgaA_1			
FDFPEOFN_00163	CDS	1218	sgaA_1	2.6.1.45		Serine--glyoxylate aminotransferase
FDFPEOFN_00164	gene	942	mcl1_1			
FDFPEOFN_00164	CDS	942	mcl1_1	4.1.3.24	COG2301	L-malyl-CoA/beta-methylmalyl-CoA lyase
FDFPEOFN_00165	gene	1173	sucC_1			
FDFPEOFN_00165	CDS	1173	sucC_1	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
FDFPEOFN_00166	gene	897	sucD_1			
FDFPEOFN_00166	CDS	897	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
FDFPEOFN_00167	gene	879	meh			
FDFPEOFN_00167	CDS	879	meh	4.2.1.153	COG3777	Mesaconyl-C(4)-CoA hydratase
FDFPEOFN_00168	gene	1221	mct			
FDFPEOFN_00168	CDS	1221	mct	5.4.1.3	COG1804	2-methylfumaryl-CoA isomerase
FDFPEOFN_00169	gene	813				
FDFPEOFN_00169	CDS	813				hypothetical protein
FDFPEOFN_00170	gene	1575				
FDFPEOFN_00170	CDS	1575		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
FDFPEOFN_00171	gene	1170	fadA_1			
FDFPEOFN_00171	CDS	1170	fadA_1	2.3.1.16		3-ketoacyl-CoA thiolase
FDFPEOFN_00172	gene	291	hup			
FDFPEOFN_00172	CDS	291	hup			DNA-binding protein HU
FDFPEOFN_00173	gene	1473	amn			
FDFPEOFN_00173	CDS	1473	amn	3.2.2.4	COG0775	AMP nucleosidase
FDFPEOFN_00174	gene	936				
FDFPEOFN_00174	CDS	936		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
FDFPEOFN_00175	gene	243	xseB			
FDFPEOFN_00175	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
FDFPEOFN_00176	gene	876	ispA			
FDFPEOFN_00176	CDS	876	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
FDFPEOFN_00177	gene	1917	dxs_1			
FDFPEOFN_00177	CDS	1917	dxs_1	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
FDFPEOFN_00178	gene	537				
FDFPEOFN_00178	CDS	537				hypothetical protein
FDFPEOFN_00179	gene	258				
FDFPEOFN_00179	CDS	258				hypothetical protein
FDFPEOFN_00180	gene	225				
FDFPEOFN_00180	CDS	225				hypothetical protein
FDFPEOFN_00181	gene	417	ibpA_1			
FDFPEOFN_00181	CDS	417	ibpA_1		COG0071	Small heat shock protein IbpA
FDFPEOFN_00182	gene	219				
FDFPEOFN_00182	CDS	219				hypothetical protein
FDFPEOFN_00183	gene	483	purE			
FDFPEOFN_00183	CDS	483	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
FDFPEOFN_00184	gene	1074	purK			
FDFPEOFN_00184	CDS	1074	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
FDFPEOFN_00185	gene	642				
FDFPEOFN_00185	CDS	642				hypothetical protein
FDFPEOFN_00186	gene	453	lrp_1			
FDFPEOFN_00186	CDS	453	lrp_1		COG1522	Leucine-responsive regulatory protein
FDFPEOFN_00187	gene	597	eamB			
FDFPEOFN_00187	CDS	597	eamB		COG1280	Cysteine/O-acetylserine efflux protein
FDFPEOFN_00188	gene	960				
FDFPEOFN_00188	CDS	960				hypothetical protein
FDFPEOFN_00189	gene	468				
FDFPEOFN_00189	CDS	468				hypothetical protein
FDFPEOFN_00190	gene	2031				
FDFPEOFN_00190	CDS	2031				hypothetical protein
FDFPEOFN_00191	gene	357				
FDFPEOFN_00191	CDS	357				hypothetical protein
FDFPEOFN_00192	gene	339				
FDFPEOFN_00192	CDS	339				hypothetical protein
FDFPEOFN_00193	gene	744	atpB_1			
FDFPEOFN_00193	CDS	744	atpB_1		COG0356	ATP synthase subunit a
FDFPEOFN_00194	gene	237	atpE_1			
FDFPEOFN_00194	CDS	237	atpE_1			ATP synthase subunit c
FDFPEOFN_00195	gene	519	atpG_1			
FDFPEOFN_00195	CDS	519	atpG_1			ATP synthase subunit b'
FDFPEOFN_00196	gene	564	atpF_1			
FDFPEOFN_00196	CDS	564	atpF_1		COG0711	ATP synthase subunit b
FDFPEOFN_00197	gene	768	pdhR			
FDFPEOFN_00197	CDS	768	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
FDFPEOFN_00198	gene	639	yiaD			
FDFPEOFN_00198	CDS	639	yiaD		COG2885	putative lipoprotein YiaD
FDFPEOFN_00199	gene	852	ada			
FDFPEOFN_00199	CDS	852	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
FDFPEOFN_00200	gene	1164				
FDFPEOFN_00200	CDS	1164				hypothetical protein
FDFPEOFN_00201	gene	906	fmt			
FDFPEOFN_00201	CDS	906	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
FDFPEOFN_00202	gene	495	def_1			
FDFPEOFN_00202	CDS	495	def_1	3.5.1.88	COG0242	Peptide deformylase
FDFPEOFN_00203	gene	522	def_2			
FDFPEOFN_00203	CDS	522	def_2	3.5.1.88		Peptide deformylase
FDFPEOFN_00204	gene	1173	patB			
FDFPEOFN_00204	CDS	1173	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
FDFPEOFN_00205	gene	927				
FDFPEOFN_00205	CDS	927				hypothetical protein
FDFPEOFN_00206	gene	801				
FDFPEOFN_00206	CDS	801				hypothetical protein
FDFPEOFN_00207	gene	981	yqjG			
FDFPEOFN_00207	CDS	981	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
FDFPEOFN_00208	gene	666				
FDFPEOFN_00208	CDS	666				hypothetical protein
FDFPEOFN_00209	gene	777				
FDFPEOFN_00209	CDS	777				hypothetical protein
FDFPEOFN_00210	gene	1215	rlmD			
FDFPEOFN_00210	CDS	1215	rlmD	2.1.1.190	COG2265	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
FDFPEOFN_00211	gene	429				
FDFPEOFN_00211	CDS	429				hypothetical protein
FDFPEOFN_00212	gene	1893				
FDFPEOFN_00212	CDS	1893		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
FDFPEOFN_00213	gene	1134	cca			
FDFPEOFN_00213	CDS	1134	cca	2.7.7.72		CCA-adding enzyme
FDFPEOFN_00214	gene	588	nudL			
FDFPEOFN_00214	CDS	588	nudL	3.6.1.-		putative Nudix hydrolase NudL
FDFPEOFN_00215	gene	942	hslO			
FDFPEOFN_00215	CDS	942	hslO		COG1281	33 kDa chaperonin
FDFPEOFN_00216	gene	438	rppH_1			
FDFPEOFN_00216	CDS	438	rppH_1	3.6.1.-		RNA pyrophosphohydrolase
FDFPEOFN_00217	gene	456				
FDFPEOFN_00217	CDS	456				hypothetical protein
FDFPEOFN_00218	gene	1320	rssB			
FDFPEOFN_00218	CDS	1320	rssB			Regulator of RpoS
FDFPEOFN_00219	gene	336				
FDFPEOFN_00219	CDS	336				hypothetical protein
FDFPEOFN_00220	gene	1248	ilvA			
