locus_tag	ftype	length_bp	gene	EC_number	COG	product
GLPIOCIE_00117	CDS	1785				hypothetical protein
GLPIOCIE_00118	gene	345	ybaB			
GLPIOCIE_00118	CDS	345	ybaB		COG0718	Nucleoid-associated protein YbaB
GLPIOCIE_00119	gene	597	recR			
GLPIOCIE_00119	CDS	597	recR		COG0353	Recombination protein RecR
GLPIOCIE_00120	gene	1266	csd			
GLPIOCIE_00120	CDS	1266	csd	2.8.1.7	COG0520	putative cysteine desulfurase
GLPIOCIE_00121	gene	77				
GLPIOCIE_00121	tRNA	77				tRNA-Met(cat)
GLPIOCIE_00122	gene	1011	galE1			
GLPIOCIE_00122	CDS	1011	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
GLPIOCIE_00123	gene	2181	selD			
GLPIOCIE_00123	CDS	2181	selD	2.7.9.3		Selenide, water dikinase
GLPIOCIE_00124	gene	1065	selU			
GLPIOCIE_00124	CDS	1065	selU	2.5.1.-		tRNA 2-selenouridine synthase
GLPIOCIE_00125	gene	708	yknY			
GLPIOCIE_00125	CDS	708	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
GLPIOCIE_00126	gene	2370				
GLPIOCIE_00126	CDS	2370				hypothetical protein
GLPIOCIE_00127	gene	1206	macA			
GLPIOCIE_00127	CDS	1206	macA		COG0845	Macrolide export protein MacA
GLPIOCIE_00128	gene	2505	actP_1			
GLPIOCIE_00128	CDS	2505	actP_1	7.2.2.9		Copper-transporting P-type ATPase
GLPIOCIE_00129	gene	753				
GLPIOCIE_00129	CDS	753				hypothetical protein
GLPIOCIE_00130	gene	324	fdxE			
GLPIOCIE_00130	CDS	324	fdxE		COG0633	Ferredoxin-6
GLPIOCIE_00131	gene	384	dnaE2_1			
GLPIOCIE_00131	CDS	384	dnaE2_1	2.7.7.7		Error-prone DNA polymerase
GLPIOCIE_00132	gene	456	lrp_2			
GLPIOCIE_00132	CDS	456	lrp_2		COG1522	Leucine-responsive regulatory protein
GLPIOCIE_00133	gene	1050	ldh			
GLPIOCIE_00133	CDS	1050	ldh	1.4.1.9		Leucine dehydrogenase
GLPIOCIE_00134	gene	198				
GLPIOCIE_00134	CDS	198				hypothetical protein
GLPIOCIE_00135	gene	297				
GLPIOCIE_00135	CDS	297				hypothetical protein
GLPIOCIE_00136	gene	480				
GLPIOCIE_00136	CDS	480		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
GLPIOCIE_00137	gene	702	cobB_1			
GLPIOCIE_00137	CDS	702	cobB_1	2.3.1.286	COG0846	NAD-dependent protein deacylase
GLPIOCIE_00138	gene	2538				
GLPIOCIE_00138	CDS	2538				hypothetical protein
GLPIOCIE_00139	gene	699	macB			
GLPIOCIE_00139	CDS	699	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
GLPIOCIE_00140	gene	645	tesA			
GLPIOCIE_00140	CDS	645	tesA	3.1.1.1	COG2755	Esterase TesA
GLPIOCIE_00141	gene	76				
GLPIOCIE_00141	tRNA	76				tRNA-Trp(cca)
GLPIOCIE_00142	gene	501				
GLPIOCIE_00142	CDS	501				Cytochrome b562
GLPIOCIE_00143	gene	228				
GLPIOCIE_00143	CDS	228				hypothetical protein
GLPIOCIE_00144	gene	417	ibpB			
GLPIOCIE_00144	CDS	417	ibpB		COG0071	Small heat shock protein IbpB
GLPIOCIE_00145	gene	279				
GLPIOCIE_00145	CDS	279				hypothetical protein
GLPIOCIE_00146	gene	486	purE			
GLPIOCIE_00146	CDS	486	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
GLPIOCIE_00147	gene	1077	purK			
GLPIOCIE_00147	CDS	1077	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthase
GLPIOCIE_00148	gene	723				
GLPIOCIE_00148	CDS	723				hypothetical protein
GLPIOCIE_00149	gene	459				
GLPIOCIE_00149	CDS	459				hypothetical protein
GLPIOCIE_00150	gene	891				
GLPIOCIE_00150	CDS	891				hypothetical protein
GLPIOCIE_00151	gene	1635	groL			
GLPIOCIE_00151	CDS	1635	groL		COG0459	60 kDa chaperonin
GLPIOCIE_00152	gene	315	groS1			
GLPIOCIE_00152	CDS	315	groS1		COG0234	10 kDa chaperonin 1
GLPIOCIE_00153	gene	996				
GLPIOCIE_00153	CDS	996				hypothetical protein
GLPIOCIE_00154	gene	918	ppaC			
GLPIOCIE_00154	CDS	918	ppaC	3.6.1.1	COG1227	putative manganese-dependent inorganic pyrophosphatase
GLPIOCIE_00155	gene	882				
GLPIOCIE_00155	CDS	882				hypothetical protein
GLPIOCIE_00156	gene	444	phaJ			
GLPIOCIE_00156	CDS	444	phaJ	4.2.1.119	COG2030	(R)-specific enoyl-CoA hydratase
GLPIOCIE_00157	gene	927	ribF			
GLPIOCIE_00157	CDS	927	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
GLPIOCIE_00158	gene	465				
GLPIOCIE_00158	CDS	465				hypothetical protein
GLPIOCIE_00159	gene	1059	ltaE			
GLPIOCIE_00159	CDS	1059	ltaE	4.1.2.48		Low specificity L-threonine aldolase
GLPIOCIE_00160	gene	813	tgnD			
GLPIOCIE_00160	CDS	813	tgnD	3.5.1.-		(E)-2-((N-methylformamido)methylene)succinate hydrolase
GLPIOCIE_00161	gene	612	nsaD			
GLPIOCIE_00161	CDS	612	nsaD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
GLPIOCIE_00162	gene	1020	prs_1			
GLPIOCIE_00162	CDS	1020	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
GLPIOCIE_00163	gene	2394	parC			
GLPIOCIE_00163	CDS	2394	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
GLPIOCIE_00164	gene	330				
GLPIOCIE_00164	CDS	330				hypothetical protein
GLPIOCIE_00165	gene	828				
GLPIOCIE_00165	CDS	828				hypothetical protein
GLPIOCIE_00166	gene	201				
GLPIOCIE_00166	CDS	201				hypothetical protein
GLPIOCIE_00167	gene	573				
GLPIOCIE_00167	CDS	573		2.5.1.17	COG2096	Corrinoid adenosyltransferase
GLPIOCIE_00168	gene	762	etfB			
GLPIOCIE_00168	CDS	762	etfB			Electron transfer flavoprotein subunit beta
GLPIOCIE_00169	gene	927	etfA			
GLPIOCIE_00169	CDS	927	etfA		COG2025	Electron transfer flavoprotein subunit alpha
GLPIOCIE_00170	gene	876	mmgB			
GLPIOCIE_00170	CDS	876	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
GLPIOCIE_00171	gene	891				
GLPIOCIE_00171	CDS	891				hypothetical protein
GLPIOCIE_00172	gene	285	ptsH			
GLPIOCIE_00172	CDS	285	ptsH		COG1925	Phosphocarrier protein HPr
GLPIOCIE_00173	gene	408	manX			
GLPIOCIE_00173	CDS	408	manX	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
GLPIOCIE_00174	gene	984	yvcJ			
GLPIOCIE_00174	CDS	984	yvcJ		COG1660	Nucleotide-binding protein YvcJ
GLPIOCIE_00175	gene	432	hprK			
GLPIOCIE_00175	CDS	432	hprK	2.7.4.-		HPr kinase/phosphorylase
GLPIOCIE_00176	gene	1731	sasA_1			
GLPIOCIE_00176	CDS	1731	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
GLPIOCIE_00177	gene	702	creB			
GLPIOCIE_00177	CDS	702	creB		COG0745	Transcriptional regulatory protein CreB
GLPIOCIE_00178	gene	1599	pckA			
GLPIOCIE_00178	CDS	1599	pckA	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
GLPIOCIE_00179	gene	759				
GLPIOCIE_00179	CDS	759				hypothetical protein
GLPIOCIE_00180	gene	1695	mcd			
GLPIOCIE_00180	CDS	1695	mcd	1.3.8.12	COG1960	(2S)-methylsuccinyl-CoA dehydrogenase
GLPIOCIE_00181	gene	522				
GLPIOCIE_00181	CDS	522				hypothetical protein
GLPIOCIE_00182	gene	90				
GLPIOCIE_00182	tRNA	90				tRNA-Ser(tga)
GLPIOCIE_00183	gene	939				
GLPIOCIE_00183	CDS	939				hypothetical protein
GLPIOCIE_00184	gene	1155	dacC			
GLPIOCIE_00184	CDS	1155	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
GLPIOCIE_00185	gene	630	tmk			
GLPIOCIE_00185	CDS	630	tmk	2.7.4.9	COG0125	Thymidylate kinase
GLPIOCIE_00186	gene	1125				
GLPIOCIE_00186	CDS	1125				hypothetical protein
GLPIOCIE_00187	gene	807	ycfH			
GLPIOCIE_00187	CDS	807	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
GLPIOCIE_00188	gene	801	pqqB			
GLPIOCIE_00188	CDS	801	pqqB			Coenzyme PQQ synthesis protein B
GLPIOCIE_00189	gene	993				
GLPIOCIE_00189	CDS	993				hypothetical protein
GLPIOCIE_00190	gene	1215				
GLPIOCIE_00190	CDS	1215				hypothetical protein
GLPIOCIE_00191	gene	1638				
GLPIOCIE_00191	CDS	1638				hypothetical protein
GLPIOCIE_00192	gene	1095				
GLPIOCIE_00192	CDS	1095				hypothetical protein
GLPIOCIE_00193	gene	1107	potA_1			
GLPIOCIE_00193	CDS	1107	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
GLPIOCIE_00194	gene	246				
GLPIOCIE_00194	CDS	246				hypothetical protein
GLPIOCIE_00195	gene	2259	hcrA			
GLPIOCIE_00195	CDS	2259	hcrA	1.3.7.9		4-hydroxybenzoyl-CoA reductase subunit alpha
GLPIOCIE_00196	gene	477	ndhS			
GLPIOCIE_00196	CDS	477	ndhS	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
GLPIOCIE_00197	gene	864	cutM			
GLPIOCIE_00197	CDS	864	cutM	1.2.5.3		Carbon monoxide dehydrogenase medium chain
GLPIOCIE_00198	gene	2031	stcD			
GLPIOCIE_00198	CDS	2031	stcD	1.-.-.-		putative N-methylproline demethylase
GLPIOCIE_00199	gene	237	tusA			
GLPIOCIE_00199	CDS	237	tusA		COG0425	Sulfur carrier protein TusA
GLPIOCIE_00200	gene	1683	rsxC			
GLPIOCIE_00200	CDS	1683	rsxC	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
GLPIOCIE_00201	gene	2784				
GLPIOCIE_00201	CDS	2784		1.17.1.9		Putative formate dehydrogenase
GLPIOCIE_00202	gene	426				
GLPIOCIE_00202	CDS	426				hypothetical protein
GLPIOCIE_00203	gene	2079				
GLPIOCIE_00203	CDS	2079				hypothetical protein
GLPIOCIE_00204	gene	1095				
GLPIOCIE_00204	CDS	1095				hypothetical protein
GLPIOCIE_00205	gene	312				
GLPIOCIE_00205	CDS	312				hypothetical protein
GLPIOCIE_00206	gene	1014				
GLPIOCIE_00206	CDS	1014				hypothetical protein
GLPIOCIE_00207	gene	1068	mdtA_1			
GLPIOCIE_00207	CDS	1068	mdtA_1			Multidrug resistance protein MdtA
GLPIOCIE_00208	gene	1065	mdtA_2			
GLPIOCIE_00208	CDS	1065	mdtA_2			Multidrug resistance protein MdtA
GLPIOCIE_00209	gene	3039	mdtB			
GLPIOCIE_00209	CDS	3039	mdtB			Multidrug resistance protein MdtB
GLPIOCIE_00210	gene	636				
GLPIOCIE_00210	CDS	636				hypothetical protein
GLPIOCIE_00211	gene	750	recO			
GLPIOCIE_00211	CDS	750	recO			DNA repair protein RecO
GLPIOCIE_00212	gene	684	hdl IVa			
GLPIOCIE_00212	CDS	684	hdl IVa	3.8.1.2		(S)-2-haloacid dehalogenase 4A
GLPIOCIE_00213	gene	840	dhmA2			
GLPIOCIE_00213	CDS	840	dhmA2	3.8.1.5		Haloalkane dehalogenase 2
GLPIOCIE_00214	gene	972	thadh			
GLPIOCIE_00214	CDS	972	thadh	4.3.1.16		L-threo-3-hydroxyaspartate ammonia-lyase
GLPIOCIE_00215	gene	789	catD			
GLPIOCIE_00215	CDS	789	catD	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
GLPIOCIE_00216	gene	720	pytH			
GLPIOCIE_00216	CDS	720	pytH	3.1.1.88		Pyrethroid hydrolase
GLPIOCIE_00217	gene	1242	tetA			
GLPIOCIE_00217	CDS	1242	tetA			Tetracycline resistance protein, class C
GLPIOCIE_00218	gene	1086				
GLPIOCIE_00218	CDS	1086		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
GLPIOCIE_00219	gene	1245	dgoD			
GLPIOCIE_00219	CDS	1245	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
GLPIOCIE_00220	gene	77				
GLPIOCIE_00220	tRNA	77				tRNA-Arg(tct)
GLPIOCIE_00221	gene	480	ysnE			
GLPIOCIE_00221	CDS	480	ysnE	2.3.1.-		putative N-acetyltransferase YsnE
GLPIOCIE_00222	gene	312				
GLPIOCIE_00222	CDS	312				hypothetical protein
GLPIOCIE_00223	gene	2181	uvrB_1			
GLPIOCIE_00223	CDS	2181	uvrB_1		COG0556	UvrABC system protein B
GLPIOCIE_00224	gene	213				
GLPIOCIE_00224	CDS	213				hypothetical protein
GLPIOCIE_00225	gene	387				
GLPIOCIE_00225	CDS	387				hypothetical protein
GLPIOCIE_00226	gene	98				
GLPIOCIE_00226	tRNA	98				tRNA-Thr(cgt)
GLPIOCIE_00227	gene	324				
