locus_tag	ftype	length_bp	gene	EC_number	COG	product
OCIILLLM_00047	CDS	804	fdhD		COG1526	Sulfur carrier protein FdhD
OCIILLLM_00048	gene	2889				
OCIILLLM_00048	CDS	2889		1.17.1.9		Putative formate dehydrogenase
OCIILLLM_00049	gene	207				
OCIILLLM_00049	CDS	207				hypothetical protein
OCIILLLM_00050	gene	1521	hndC			
OCIILLLM_00050	CDS	1521	hndC	1.12.1.3	COG1145	NADP-reducing hydrogenase subunit HndC
OCIILLLM_00051	gene	483	hndA			
OCIILLLM_00051	CDS	483	hndA	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
OCIILLLM_00052	gene	2547				
OCIILLLM_00052	CDS	2547				hypothetical protein
OCIILLLM_00053	gene	615	rnd_1			
OCIILLLM_00053	CDS	615	rnd_1	3.1.13.5		Ribonuclease D
OCIILLLM_00054	gene	960	kdsD			
OCIILLLM_00054	CDS	960	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
OCIILLLM_00055	gene	603				
OCIILLLM_00055	CDS	603				hypothetical protein
OCIILLLM_00056	gene	495	lptA			
OCIILLLM_00056	CDS	495	lptA			Lipopolysaccharide export system protein LptA
OCIILLLM_00057	gene	771	lptB_1			
OCIILLLM_00057	CDS	771	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
OCIILLLM_00058	gene	576	hpf			
OCIILLLM_00058	CDS	576	hpf			Ribosome hibernation promotion factor
OCIILLLM_00059	gene	465	ptsN			
OCIILLLM_00059	CDS	465	ptsN		COG1762	Nitrogen regulatory protein
OCIILLLM_00060	gene	315				
OCIILLLM_00060	CDS	315				hypothetical protein
OCIILLLM_00061	gene	648	cynT			
OCIILLLM_00061	CDS	648	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
OCIILLLM_00062	gene	381				
OCIILLLM_00062	CDS	381				hypothetical protein
OCIILLLM_00063	gene	1389	pepA_1			
OCIILLLM_00063	CDS	1389	pepA_1	3.4.11.10		cytosol aminopeptidase
OCIILLLM_00064	gene	816				
OCIILLLM_00064	CDS	816				hypothetical protein
OCIILLLM_00065	gene	348				
OCIILLLM_00065	CDS	348				hypothetical protein
OCIILLLM_00066	gene	1005				
OCIILLLM_00066	CDS	1005				hypothetical protein
OCIILLLM_00067	gene	525				
OCIILLLM_00067	CDS	525				hypothetical protein
OCIILLLM_00068	gene	1179	rlmN			
OCIILLLM_00068	CDS	1179	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
OCIILLLM_00069	gene	1203				
OCIILLLM_00069	CDS	1203				hypothetical protein
OCIILLLM_00070	gene	771				
OCIILLLM_00070	CDS	771				hypothetical protein
OCIILLLM_00071	gene	453	msrC			
OCIILLLM_00071	CDS	453	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
OCIILLLM_00072	gene	1572	ywrD			
OCIILLLM_00072	CDS	1572	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
OCIILLLM_00073	gene	420				
OCIILLLM_00073	CDS	420				hypothetical protein
OCIILLLM_00074	gene	336				
OCIILLLM_00074	CDS	336				hypothetical protein
OCIILLLM_00075	gene	381	hspQ			
OCIILLLM_00075	CDS	381	hspQ			Heat shock protein HspQ
OCIILLLM_00076	gene	585				
OCIILLLM_00076	CDS	585				hypothetical protein
OCIILLLM_00077	gene	600	lolA			
OCIILLLM_00077	CDS	600	lolA			Outer-membrane lipoprotein carrier protein
OCIILLLM_00078	gene	672	ald2			
OCIILLLM_00078	CDS	672	ald2	4.1.2.-	COG0235	5-(methylthio)ribulose-1-phosphate aldolase
OCIILLLM_00079	gene	471	rlmH			
OCIILLLM_00079	CDS	471	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
OCIILLLM_00080	gene	450	rsfS			
OCIILLLM_00080	CDS	450	rsfS			Ribosomal silencing factor RsfS
OCIILLLM_00081	gene	618				
OCIILLLM_00081	CDS	618				hypothetical protein
OCIILLLM_00082	gene	177				
OCIILLLM_00082	CDS	177				hypothetical protein
OCIILLLM_00083	gene	978				
OCIILLLM_00083	CDS	978				hypothetical protein
OCIILLLM_00084	gene	930				
OCIILLLM_00084	CDS	930				hypothetical protein
OCIILLLM_00085	gene	831	fghA			
OCIILLLM_00085	CDS	831	fghA	3.1.2.12	COG0627	S-formylglutathione hydrolase
OCIILLLM_00086	gene	480				
OCIILLLM_00086	CDS	480				hypothetical protein
OCIILLLM_00087	gene	945	ribN_1			
OCIILLLM_00087	CDS	945	ribN_1			Riboflavin transporter
OCIILLLM_00088	gene	618				
OCIILLLM_00088	CDS	618				hypothetical protein
OCIILLLM_00089	gene	915				
OCIILLLM_00089	CDS	915		1.5.1.49	COG2423	Delta(1)-pyrroline-2-carboxylate reductase
OCIILLLM_00090	gene	1119	ybhS			
OCIILLLM_00090	CDS	1119	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
OCIILLLM_00091	gene	909	ybhF			
OCIILLLM_00091	CDS	909	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
OCIILLLM_00092	gene	942				
OCIILLLM_00092	CDS	942				hypothetical protein
OCIILLLM_00093	gene	633	cecR			
OCIILLLM_00093	CDS	633	cecR		COG1309	HTH-type transcriptional dual regulator CecR
OCIILLLM_00094	gene	957				
OCIILLLM_00094	CDS	957				hypothetical protein
OCIILLLM_00095	gene	1107	leuB			
OCIILLLM_00095	CDS	1107	leuB	1.1.1.85		3-isopropylmalate dehydrogenase
OCIILLLM_00096	gene	894				
OCIILLLM_00096	CDS	894				hypothetical protein
OCIILLLM_00097	gene	819				
OCIILLLM_00097	CDS	819				hypothetical protein
OCIILLLM_00098	gene	606	leuD1			
OCIILLLM_00098	CDS	606	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
OCIILLLM_00099	gene	516				
OCIILLLM_00099	CDS	516				hypothetical protein
OCIILLLM_00100	gene	1419	leuC			
OCIILLLM_00100	CDS	1419	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
OCIILLLM_00101	gene	1890				
OCIILLLM_00101	CDS	1890				hypothetical protein
OCIILLLM_00102	gene	2730	COQ3			
OCIILLLM_00102	CDS	2730	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
OCIILLLM_00103	gene	1278	fpgS			
OCIILLLM_00103	CDS	1278	fpgS	6.3.2.17		Folylpolyglutamate synthase
OCIILLLM_00104	gene	933	accD			
OCIILLLM_00104	CDS	933	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
OCIILLLM_00105	gene	597	recR			
OCIILLLM_00105	CDS	597	recR		COG0353	Recombination protein RecR
OCIILLLM_00106	gene	345	ybaB			
OCIILLLM_00106	CDS	345	ybaB		COG0718	Nucleoid-associated protein YbaB
OCIILLLM_00107	gene	474				
OCIILLLM_00107	CDS	474				hypothetical protein
OCIILLLM_00108	gene	1767				
OCIILLLM_00108	CDS	1767				hypothetical protein
OCIILLLM_00109	gene	1023	rsgA			
OCIILLLM_00109	CDS	1023	rsgA	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
OCIILLLM_00110	gene	852				
OCIILLLM_00110	CDS	852				hypothetical protein
OCIILLLM_00111	gene	1389				
OCIILLLM_00111	CDS	1389				hypothetical protein
OCIILLLM_00112	gene	360				
OCIILLLM_00112	CDS	360				hypothetical protein
OCIILLLM_00113	gene	3195				
OCIILLLM_00113	CDS	3195				hypothetical protein
OCIILLLM_00114	gene	1179	dapL			
OCIILLLM_00114	CDS	1179	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
OCIILLLM_00115	gene	1332	cnbH			
OCIILLLM_00115	CDS	1332	cnbH	3.5.99.5		2-amino-5-chloromuconic acid deaminase
OCIILLLM_00116	gene	1230	ubiL_1			
OCIILLLM_00116	CDS	1230	ubiL_1	1.14.13.-	COG0654	Ubiquinone hydroxylase UbiL
OCIILLLM_00117	gene	261				
OCIILLLM_00117	CDS	261				hypothetical protein
OCIILLLM_00118	gene	1101				
OCIILLLM_00118	CDS	1101				hypothetical protein
OCIILLLM_00119	gene	1170	bktB			
OCIILLLM_00119	CDS	1170	bktB	2.3.1.16	COG0183	Beta-ketothiolase BktB
OCIILLLM_00120	gene	2043	pbpC			
OCIILLLM_00120	CDS	2043	pbpC		COG4953	Penicillin-binding protein 1C
OCIILLLM_00121	gene	5454	yfhM			
OCIILLLM_00121	CDS	5454	yfhM		COG2373	Alpha-2-macroglobulin
OCIILLLM_00122	gene	2568	rcsC_1			
OCIILLLM_00122	CDS	2568	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
OCIILLLM_00123	gene	801	yaaA			
OCIILLLM_00123	CDS	801	yaaA		COG3022	Peroxide stress resistance protein YaaA
OCIILLLM_00124	gene	2037	recQ			
OCIILLLM_00124	CDS	2037	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
OCIILLLM_00125	gene	288				
OCIILLLM_00125	CDS	288				hypothetical protein
OCIILLLM_00126	gene	534				
OCIILLLM_00126	CDS	534				hypothetical protein
OCIILLLM_00127	gene	1368				
OCIILLLM_00127	CDS	1368				hypothetical protein
OCIILLLM_00128	gene	897	mepA			
OCIILLLM_00128	CDS	897	mepA	3.4.24.-		Penicillin-insensitive murein endopeptidase
OCIILLLM_00129	gene	900				
OCIILLLM_00129	CDS	900				hypothetical protein
OCIILLLM_00130	gene	621	yhhQ			
OCIILLLM_00130	CDS	621	yhhQ		COG1738	Queuosine precursor transporter
OCIILLLM_00131	gene	423	arfB			
OCIILLLM_00131	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
OCIILLLM_00132	gene	918	srkA			
OCIILLLM_00132	CDS	918	srkA	2.7.11.1		Stress response kinase A
OCIILLLM_00133	gene	1479				
OCIILLLM_00133	CDS	1479				hypothetical protein
OCIILLLM_00134	gene	1293	pncB			
OCIILLLM_00134	CDS	1293	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
OCIILLLM_00135	gene	609	pncA			
OCIILLLM_00135	CDS	609	pncA	3.5.1.19	COG1335	Nicotinamidase
OCIILLLM_00136	gene	903				
OCIILLLM_00136	CDS	903				hypothetical protein
OCIILLLM_00137	gene	1032				
OCIILLLM_00137	CDS	1032				hypothetical protein
OCIILLLM_00138	gene	753				
OCIILLLM_00138	CDS	753				hypothetical protein
OCIILLLM_00139	gene	471	ybaK_1			
OCIILLLM_00139	CDS	471	ybaK_1	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
OCIILLLM_00140	gene	1131	flhA_1			
OCIILLLM_00140	CDS	1131	flhA_1	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
OCIILLLM_00141	gene	324				
OCIILLLM_00141	CDS	324				hypothetical protein
OCIILLLM_00142	gene	294				
OCIILLLM_00142	CDS	294				hypothetical protein
OCIILLLM_00143	gene	444				
OCIILLLM_00143	CDS	444				hypothetical protein
OCIILLLM_00144	gene	2238	rnr			
OCIILLLM_00144	CDS	2238	rnr	3.1.13.1	COG0557	Ribonuclease R
OCIILLLM_00145	gene	1233				
OCIILLLM_00145	CDS	1233				Tn3 family transposase TnXax1
OCIILLLM_00146	gene	420				
OCIILLLM_00146	CDS	420		2.3.1.-		Acetyltransferase
OCIILLLM_00147	gene	1146	dapE_1			
OCIILLLM_00147	CDS	1146	dapE_1	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
OCIILLLM_00148	gene	342				
OCIILLLM_00148	CDS	342				hypothetical protein
OCIILLLM_00149	gene	825	dapD			
OCIILLLM_00149	CDS	825	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
OCIILLLM_00150	gene	816				
OCIILLLM_00150	CDS	816				hypothetical protein
OCIILLLM_00151	gene	1650				
OCIILLLM_00151	CDS	1650		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
OCIILLLM_00152	gene	456	greA_1			
OCIILLLM_00152	CDS	456	greA_1		COG0782	Transcription elongation factor GreA
OCIILLLM_00153	gene	1029				
OCIILLLM_00153	CDS	1029				hypothetical protein
OCIILLLM_00154	gene	597				
OCIILLLM_00154	CDS	597				hypothetical protein
OCIILLLM_00155	gene	612				
OCIILLLM_00155	CDS	612				hypothetical protein
OCIILLLM_00156	gene	150	ctaH			
OCIILLLM_00156	CDS	150	ctaH	1.9.3.1		Cytochrome c oxidase subunit 4
OCIILLLM_00157	gene	450				
OCIILLLM_00157	CDS	450				hypothetical protein
OCIILLLM_00158	gene	1065				
OCIILLLM_00158	CDS	1065				hypothetical protein
OCIILLLM_00159	gene	1707	dmdC_1			
OCIILLLM_00159	CDS	1707	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
OCIILLLM_00160	gene	954	ywlC			
OCIILLLM_00160	CDS	954	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
OCIILLLM_00161	gene	372	mscL			
OCIILLLM_00161	CDS	372	mscL		COG1970	Large-conductance mechanosensitive channel
OCIILLLM_00162	gene	1119	ald_1			
OCIILLLM_00162	CDS	1119	ald_1	1.4.1.1	COG0686	Alanine dehydrogenase
OCIILLLM_00163	gene	465	lrp_1			
OCIILLLM_00163	CDS	465	lrp_1		COG1522	Leucine-responsive regulatory protein
OCIILLLM_00164	gene	1791	kefC_1			
OCIILLLM_00164	CDS	1791	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
OCIILLLM_00165	gene	207	rpsU			
OCIILLLM_00165	CDS	207	rpsU		COG0828	30S ribosomal protein S21
OCIILLLM_00166	gene	675				
OCIILLLM_00166	CDS	675				hypothetical protein
OCIILLLM_00167	gene	1014	ppsC			
OCIILLLM_00167	CDS	1014	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
OCIILLLM_00168	gene	921				
OCIILLLM_00168	CDS	921				hypothetical protein
OCIILLLM_00169	gene	1341	lysA_1			
OCIILLLM_00169	CDS	1341	lysA_1	4.1.1.20	COG0019	Diaminopimelate decarboxylase
OCIILLLM_00170	gene	1587	dppA_1			
OCIILLLM_00170	CDS	1587	dppA_1		COG0747	Periplasmic dipeptide transport protein
OCIILLLM_00171	gene	939	dppB_1			
OCIILLLM_00171	CDS	939	dppB_1		COG0601	Dipeptide transport system permease protein DppB
OCIILLLM_00172	gene	891	gsiD_1			
OCIILLLM_00172	CDS	891	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
OCIILLLM_00173	gene	1017	oppD_1			
OCIILLLM_00173	CDS	1017	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
OCIILLLM_00174	gene	978	oppF_1			
OCIILLLM_00174	CDS	978	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
OCIILLLM_00175	gene	513				
OCIILLLM_00175	CDS	513				hypothetical protein
OCIILLLM_00176	gene	1578	dap			
OCIILLLM_00176	CDS	1578	dap	3.4.11.19		D-aminopeptidase
OCIILLLM_00177	gene	1029				
OCIILLLM_00177	CDS	1029		4.2.1.77		Trans-3-hydroxy-L-proline dehydratase
OCIILLLM_00178	gene	1677				
OCIILLLM_00178	CDS	1677				hypothetical protein
OCIILLLM_00179	gene	1002				
OCIILLLM_00179	CDS	1002		5.1.1.8		putative 4-hydroxyproline 2-epimerase
OCIILLLM_00180	gene	1257	dadA1_1			
OCIILLLM_00180	CDS	1257	dadA1_1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
OCIILLLM_00181	gene	723	glnQ_1			
OCIILLLM_00181	CDS	723	glnQ_1			Glutamine transport ATP-binding protein GlnQ
OCIILLLM_00182	gene	654	yecS_1			
OCIILLLM_00182	CDS	654	yecS_1		COG0765	L-cystine transport system permease protein YecS
OCIILLLM_00183	gene	666	yecS_2			
OCIILLLM_00183	CDS	666	yecS_2		COG0765	L-cystine transport system permease protein YecS
OCIILLLM_00184	gene	810	mltF_1			
OCIILLLM_00184	CDS	810	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
OCIILLLM_00185	gene	1509				
OCIILLLM_00185	CDS	1509		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase 2
OCIILLLM_00186	gene	963	dapA_1			
OCIILLLM_00186	CDS	963	dapA_1	4.3.3.7		4-hydroxy-tetrahydrodipicolinate synthase
OCIILLLM_00187	gene	705				
OCIILLLM_00187	CDS	705				hypothetical protein
OCIILLLM_00188	gene	3081				
OCIILLLM_00188	CDS	3081				hypothetical protein
OCIILLLM_00189	gene	939				
OCIILLLM_00189	CDS	939				hypothetical protein
OCIILLLM_00190	gene	1032	ocd			
OCIILLLM_00190	CDS	1032	ocd	4.3.1.12		Ornithine cyclodeaminase
OCIILLLM_00191	gene	924	arcA			
OCIILLLM_00191	CDS	924	arcA	3.5.3.1		Arginase
OCIILLLM_00192	gene	459				
OCIILLLM_00192	CDS	459				hypothetical protein
OCIILLLM_00193	gene	369	mrpG			
OCIILLLM_00193	CDS	369	mrpG		COG1320	Na(+)/H(+) antiporter subunit G
OCIILLLM_00194	gene	285	mrpF_1			
OCIILLLM_00194	CDS	285	mrpF_1		COG2212	Na(+)/H(+) antiporter subunit F
OCIILLLM_00195	gene	486	mrpE			
OCIILLLM_00195	CDS	486	mrpE		COG1863	Na(+)/H(+) antiporter subunit E
OCIILLLM_00196	gene	1638	mrpD_1			
OCIILLLM_00196	CDS	1638	mrpD_1		COG0651	Na(+)/H(+) antiporter subunit D
OCIILLLM_00197	gene	345	mnhC1			
OCIILLLM_00197	CDS	345	mnhC1		COG1006	Na(+)/H(+) antiporter subunit C1
OCIILLLM_00198	gene	2895	ndhB_1			
OCIILLLM_00198	CDS	2895	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
OCIILLLM_00199	gene	1398				
OCIILLLM_00199	CDS	1398				hypothetical protein
OCIILLLM_00200	gene	1689				
OCIILLLM_00200	CDS	1689				hypothetical protein
OCIILLLM_00201	gene	1011				
OCIILLLM_00201	CDS	1011				hypothetical protein
OCIILLLM_00202	gene	1071				
OCIILLLM_00202	CDS	1071				hypothetical protein
OCIILLLM_00203	gene	897	gtaB			
OCIILLLM_00203	CDS	897	gtaB	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
OCIILLLM_00204	gene	789	kdsB			
OCIILLLM_00204	CDS	789	kdsB	2.7.7.38		3-deoxy-manno-octulosonate cytidylyltransferase
OCIILLLM_00205	gene	774	cysQ_1			
OCIILLLM_00205	CDS	774	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
OCIILLLM_00206	gene	825				
OCIILLLM_00206	CDS	825				hypothetical protein
OCIILLLM_00207	gene	612				
OCIILLLM_00207	CDS	612				hypothetical protein
OCIILLLM_00208	gene	615	alkB			
OCIILLLM_00208	CDS	615	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
OCIILLLM_00209	gene	1911	dnaK_1			
OCIILLLM_00209	CDS	1911	dnaK_1			Chaperone protein DnaK
OCIILLLM_00210	gene	1149	dnaJ			
OCIILLLM_00210	CDS	1149	dnaJ		COG0484	Chaperone protein DnaJ
OCIILLLM_00211	gene	768				
OCIILLLM_00211	CDS	768				hypothetical protein
OCIILLLM_00212	gene	1089	flgI			
OCIILLLM_00212	CDS	1089	flgI			Flagellar P-ring protein
OCIILLLM_00213	gene	996				
OCIILLLM_00213	CDS	996				hypothetical protein
OCIILLLM_00214	gene	1458	flgK			
OCIILLLM_00214	CDS	1458	flgK		COG1256	Flagellar hook-associated protein 1
OCIILLLM_00215	gene	1317	flgE			
OCIILLLM_00215	CDS	1317	flgE		COG1749	Flagellar hook protein FlgE
OCIILLLM_00216	gene	831	motB			
OCIILLLM_00216	CDS	831	motB		COG1360	Motility protein B
OCIILLLM_00217	gene	696	dnaQ			
OCIILLLM_00217	CDS	696	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
OCIILLLM_00218	gene	606	coaE			
OCIILLLM_00218	CDS	606	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
OCIILLLM_00219	gene	840	aroE			
OCIILLLM_00219	CDS	840	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
OCIILLLM_00220	gene	591	yceF			
OCIILLLM_00220	CDS	591	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
OCIILLLM_00221	gene	450				
OCIILLLM_00221	CDS	450				hypothetical protein
OCIILLLM_00222	gene	1269	rho			
OCIILLLM_00222	CDS	1269	rho	3.6.4.-	COG1158	Transcription termination factor Rho
OCIILLLM_00223	gene	1275	mnmE			
OCIILLLM_00223	CDS	1275	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
OCIILLLM_00224	gene	1869	mnmG			
OCIILLLM_00224	CDS	1869	mnmG		COG0445	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
OCIILLLM_00225	gene	621	rsmG			
OCIILLLM_00225	CDS	621	rsmG	2.1.1.170		Ribosomal RNA small subunit methyltransferase G
OCIILLLM_00226	gene	816	parA			
OCIILLLM_00226	CDS	816	parA			Chromosome partitioning protein ParA
OCIILLLM_00227	gene	879	parB			
OCIILLLM_00227	CDS	879	parB			Chromosome-partitioning protein ParB
OCIILLLM_00228	gene	1164	hemW			
OCIILLLM_00228	CDS	1164	hemW		COG0635	Heme chaperone HemW
OCIILLLM_00229	gene	606				
OCIILLLM_00229	CDS	606		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
OCIILLLM_00230	gene	717	rph			
OCIILLLM_00230	CDS	717	rph	2.7.7.56	COG0689	Ribonuclease PH
OCIILLLM_00231	gene	1071	hrcA			
OCIILLLM_00231	CDS	1071	hrcA		COG1420	Heat-inducible transcription repressor HrcA
OCIILLLM_00232	gene	555	grpE			
OCIILLLM_00232	CDS	555	grpE		COG0576	Protein GrpE
OCIILLLM_00233	gene	2628	mutS			
OCIILLLM_00233	CDS	2628	mutS		COG0249	DNA mismatch repair protein MutS
OCIILLLM_00234	gene	2256	tme			
OCIILLLM_00234	CDS	2256	tme	1.1.1.40	COG0280	NADP-dependent malic enzyme
OCIILLLM_00235	gene	729				
OCIILLLM_00235	CDS	729				hypothetical protein
