locus_tag	ftype	length_bp	gene	EC_number	COG	product
MMFACILD_00026	CDS	1086	yfdE_1	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
MMFACILD_00027	gene	762	ugpQ_1			
MMFACILD_00027	CDS	762	ugpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
MMFACILD_00028	gene	1191				
MMFACILD_00028	CDS	1191				hypothetical protein
MMFACILD_00029	gene	1152	metB			
MMFACILD_00029	CDS	1152	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
MMFACILD_00030	gene	477				
MMFACILD_00030	CDS	477				hypothetical protein
MMFACILD_00031	gene	627				
MMFACILD_00031	CDS	627				hypothetical protein
MMFACILD_00032	gene	501	lrp_1			
MMFACILD_00032	CDS	501	lrp_1		COG1522	Leucine-responsive regulatory protein
MMFACILD_00033	gene	942	trxB_1			
MMFACILD_00033	CDS	942	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
MMFACILD_00034	gene	453				
MMFACILD_00034	CDS	453				hypothetical protein
MMFACILD_00035	gene	756				
MMFACILD_00035	CDS	756				hypothetical protein
MMFACILD_00036	gene	723				
MMFACILD_00036	CDS	723				hypothetical protein
MMFACILD_00037	gene	1467	yodF			
MMFACILD_00037	CDS	1467	yodF		COG0591	putative symporter YodF
MMFACILD_00038	gene	189				
MMFACILD_00038	CDS	189				hypothetical protein
MMFACILD_00039	gene	723	hisA			
MMFACILD_00039	CDS	723	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
MMFACILD_00040	gene	213				
MMFACILD_00040	CDS	213				hypothetical protein
MMFACILD_00041	gene	696				
MMFACILD_00041	CDS	696				hypothetical protein
MMFACILD_00042	gene	942				
MMFACILD_00042	CDS	942				hypothetical protein
MMFACILD_00043	gene	753	linC_1			
MMFACILD_00043	CDS	753	linC_1	1.1.1.-	COG1028	2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase
MMFACILD_00044	gene	294	yjdJ			
MMFACILD_00044	CDS	294	yjdJ		COG2388	putative protein YjdJ
MMFACILD_00045	gene	642	scoB			
MMFACILD_00045	CDS	642	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
MMFACILD_00046	gene	705	scoA			
MMFACILD_00046	CDS	705	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
MMFACILD_00047	gene	1830	clsA_1			
MMFACILD_00047	CDS	1830	clsA_1	2.7.8.-		Cardiolipin synthase A
MMFACILD_00048	gene	900	blh_1			
MMFACILD_00048	CDS	900	blh_1	3.-.-.-	COG0491	Beta-lactamase hydrolase-like protein
MMFACILD_00049	gene	2616	topA			
MMFACILD_00049	CDS	2616	topA	5.6.2.1	COG0550	DNA topoisomerase 1
MMFACILD_00050	gene	1131				
MMFACILD_00050	CDS	1131				hypothetical protein
MMFACILD_00051	gene	1455	tldD			
MMFACILD_00051	CDS	1455	tldD	3.4.-.-	COG0312	Metalloprotease TldD
MMFACILD_00052	gene	900	ctaC			
MMFACILD_00052	CDS	900	ctaC	1.9.3.1	COG1622	Cytochrome c oxidase subunit 2
MMFACILD_00053	gene	972	ctaB			
MMFACILD_00053	CDS	972	ctaB	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
MMFACILD_00054	gene	204				
MMFACILD_00054	CDS	204				hypothetical protein
MMFACILD_00055	gene	585	ctaG			
MMFACILD_00055	CDS	585	ctaG		COG3175	Cytochrome c oxidase assembly protein CtaG
MMFACILD_00056	gene	804	ctaE			
MMFACILD_00056	CDS	804	ctaE	1.9.3.1	COG1845	Cytochrome c oxidase subunit 3
MMFACILD_00057	gene	681				
MMFACILD_00057	CDS	681				hypothetical protein
MMFACILD_00058	gene	1389	thrC			
MMFACILD_00058	CDS	1389	thrC	4.2.3.1	COG0498	Threonine synthase
MMFACILD_00059	gene	1260				
MMFACILD_00059	CDS	1260		3.4.24.-	COG0612	putative zinc protease
MMFACILD_00060	gene	597	rimJ			
MMFACILD_00060	CDS	597	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
MMFACILD_00061	gene	543				
MMFACILD_00061	CDS	543				hypothetical protein
MMFACILD_00062	gene	1413				
MMFACILD_00062	CDS	1413		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
MMFACILD_00063	gene	906				
MMFACILD_00063	CDS	906				hypothetical protein
MMFACILD_00064	gene	648				
MMFACILD_00064	CDS	648				hypothetical protein
MMFACILD_00065	gene	2568	ppdK			
MMFACILD_00065	CDS	2568	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase
MMFACILD_00066	gene	657				
MMFACILD_00066	CDS	657				hypothetical protein
MMFACILD_00067	gene	750				
MMFACILD_00067	CDS	750				hypothetical protein
MMFACILD_00068	gene	1038	yhhT_1			
MMFACILD_00068	CDS	1038	yhhT_1		COG0628	Putative transport protein YhhT
MMFACILD_00069	gene	1779				
MMFACILD_00069	CDS	1779				hypothetical protein
MMFACILD_00070	gene	579	ecfG			
MMFACILD_00070	CDS	579	ecfG			ECF RNA polymerase sigma factor EcfG
MMFACILD_00071	gene	156				
MMFACILD_00071	CDS	156				hypothetical protein
MMFACILD_00072	gene	813	phyR			
MMFACILD_00072	CDS	813	phyR			Phyllosphere-induced regulator PhyR
MMFACILD_00073	gene	495	dps1			
MMFACILD_00073	CDS	495	dps1	1.16.-.-	COG0783	DNA protection during starvation protein 1
MMFACILD_00074	gene	174				
MMFACILD_00074	CDS	174				hypothetical protein
MMFACILD_00075	gene	378				
MMFACILD_00075	CDS	378				hypothetical protein
MMFACILD_00076	gene	297				
MMFACILD_00076	CDS	297				hypothetical protein
MMFACILD_00077	gene	2274				
MMFACILD_00077	CDS	2274				hypothetical protein
MMFACILD_00078	gene	504				
MMFACILD_00078	CDS	504				hypothetical protein
MMFACILD_00079	gene	957	glyQ			
MMFACILD_00079	CDS	957	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
MMFACILD_00080	gene	1857				
MMFACILD_00080	CDS	1857				hypothetical protein
MMFACILD_00081	gene	909	yedA_1			
MMFACILD_00081	CDS	909	yedA_1			putative inner membrane transporter YedA
MMFACILD_00082	gene	876	paaX			
MMFACILD_00082	CDS	876	paaX		COG3327	Transcriptional repressor PaaX
MMFACILD_00083	gene	978	paaA			
MMFACILD_00083	CDS	978	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
MMFACILD_00084	gene	285	paaB			
MMFACILD_00084	CDS	285	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
MMFACILD_00085	gene	849	paaC			
MMFACILD_00085	CDS	849	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
MMFACILD_00086	gene	513	paaD			
MMFACILD_00086	CDS	513	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
MMFACILD_00087	gene	1074	paaE			
MMFACILD_00087	CDS	1074	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
MMFACILD_00088	gene	750				
MMFACILD_00088	CDS	750				hypothetical protein
MMFACILD_00089	gene	2049	paaZ			
MMFACILD_00089	CDS	2049	paaZ		COG2030	Bifunctional protein PaaZ
MMFACILD_00090	gene	888	panE			
MMFACILD_00090	CDS	888	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
MMFACILD_00091	gene	2841	gcvP			
MMFACILD_00091	CDS	2841	gcvP	1.4.4.2	COG0403	Glycine dehydrogenase (decarboxylating)
MMFACILD_00092	gene	483				
MMFACILD_00092	CDS	483				hypothetical protein
MMFACILD_00093	gene	366				
MMFACILD_00093	CDS	366				hypothetical protein
MMFACILD_00094	gene	360	gcvH			
MMFACILD_00094	CDS	360	gcvH		COG0509	Glycine cleavage system H protein
MMFACILD_00095	gene	1089	gcvT_1			
MMFACILD_00095	CDS	1089	gcvT_1	2.1.2.10	COG0404	Aminomethyltransferase
MMFACILD_00096	gene	561				
MMFACILD_00096	CDS	561				hypothetical protein
MMFACILD_00097	gene	798				
MMFACILD_00097	CDS	798				hypothetical protein
MMFACILD_00098	gene	1491	degP			
MMFACILD_00098	CDS	1491	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
MMFACILD_00099	gene	876	mlhB_1			
MMFACILD_00099	CDS	876	mlhB_1	3.1.1.83		Monoterpene epsilon-lactone hydrolase
MMFACILD_00100	gene	1320	paaK_1			
MMFACILD_00100	CDS	1320	paaK_1	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
MMFACILD_00101	gene	606	kstR2_1			
MMFACILD_00101	CDS	606	kstR2_1			HTH-type transcriptional repressor KstR2
MMFACILD_00102	gene	1395				
MMFACILD_00102	CDS	1395				hypothetical protein
MMFACILD_00103	gene	1191				
MMFACILD_00103	CDS	1191				hypothetical protein
MMFACILD_00104	gene	855	gylR			
MMFACILD_00104	CDS	855	gylR			Glycerol operon regulatory protein
MMFACILD_00105	gene	918				
MMFACILD_00105	CDS	918				hypothetical protein
MMFACILD_00106	gene	1710	kstD_1			
MMFACILD_00106	CDS	1710	kstD_1	1.3.99.4	COG1053	3-oxosteroid 1-dehydrogenase
MMFACILD_00107	gene	753	xecD			
MMFACILD_00107	CDS	753	xecD	1.1.1.268		2-(R)-hydroxypropyl-CoM dehydrogenase
MMFACILD_00108	gene	1044				
MMFACILD_00108	CDS	1044			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
MMFACILD_00109	gene	564				
MMFACILD_00109	CDS	564				hypothetical protein
MMFACILD_00110	gene	1335	siaT_1			
MMFACILD_00110	CDS	1335	siaT_1		COG1593	Sialic acid TRAP transporter permease protein SiaT
MMFACILD_00111	gene	951				
MMFACILD_00111	CDS	951				hypothetical protein
MMFACILD_00112	gene	552				
MMFACILD_00112	CDS	552				hypothetical protein
MMFACILD_00113	gene	1455	imuB			
MMFACILD_00113	CDS	1455	imuB			Protein ImuB
MMFACILD_00114	gene	3318	dnaE2			
MMFACILD_00114	CDS	3318	dnaE2	2.7.7.7		Error-prone DNA polymerase
MMFACILD_00115	gene	567				
MMFACILD_00115	CDS	567				hypothetical protein
MMFACILD_00116	gene	1248				
MMFACILD_00116	CDS	1248				hypothetical protein
MMFACILD_00117	gene	342				
MMFACILD_00117	CDS	342				hypothetical protein
MMFACILD_00118	gene	276				
MMFACILD_00118	CDS	276				hypothetical protein
MMFACILD_00119	gene	597				
MMFACILD_00119	CDS	597				hypothetical protein
MMFACILD_00120	gene	1179				
MMFACILD_00120	CDS	1179				hypothetical protein
MMFACILD_00121	gene	384				
MMFACILD_00121	CDS	384				hypothetical protein
MMFACILD_00122	gene	750				
MMFACILD_00122	CDS	750				hypothetical protein
MMFACILD_00123	gene	582				
MMFACILD_00123	CDS	582				hypothetical protein
MMFACILD_00124	gene	234				
MMFACILD_00124	CDS	234				hypothetical protein
MMFACILD_00125	gene	600				
MMFACILD_00125	CDS	600				hypothetical protein
MMFACILD_00126	gene	522				
MMFACILD_00126	CDS	522				hypothetical protein
MMFACILD_00127	gene	318				
MMFACILD_00127	CDS	318				hypothetical protein
MMFACILD_00128	gene	426				
MMFACILD_00128	CDS	426				hypothetical protein
MMFACILD_00129	gene	411				
MMFACILD_00129	CDS	411				hypothetical protein
MMFACILD_00130	gene	321				
MMFACILD_00130	CDS	321				hypothetical protein
MMFACILD_00131	gene	1656				
MMFACILD_00131	CDS	1656				hypothetical protein
MMFACILD_00132	gene	2370				
MMFACILD_00132	CDS	2370				hypothetical protein
MMFACILD_00133	gene	930				
MMFACILD_00133	CDS	930				hypothetical protein
MMFACILD_00134	gene	312				
MMFACILD_00134	CDS	312				hypothetical protein
MMFACILD_00135	gene	264				
MMFACILD_00135	CDS	264				hypothetical protein
MMFACILD_00136	gene	264				
MMFACILD_00136	CDS	264				hypothetical protein
MMFACILD_00137	gene	1044	xerC_1			
MMFACILD_00137	CDS	1044	xerC_1			Tyrosine recombinase XerC
MMFACILD_00138	gene	76				
MMFACILD_00138	tRNA	76				tRNA-Met(cat)
MMFACILD_00139	gene	1374				
MMFACILD_00139	CDS	1374				hypothetical protein
MMFACILD_00140	gene	342				
MMFACILD_00140	CDS	342				hypothetical protein
MMFACILD_00141	gene	1044	purM			
MMFACILD_00141	CDS	1044	purM	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
MMFACILD_00142	gene	588	purN			
MMFACILD_00142	CDS	588	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
MMFACILD_00143	gene	1224				
MMFACILD_00143	CDS	1224				hypothetical protein
MMFACILD_00144	gene	1245	sucC_1			
MMFACILD_00144	CDS	1245	sucC_1	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
MMFACILD_00145	gene	885	sucD_1			
MMFACILD_00145	CDS	885	sucD_1	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
MMFACILD_00146	gene	621				
MMFACILD_00146	CDS	621				hypothetical protein
MMFACILD_00147	gene	816				
MMFACILD_00147	CDS	816				hypothetical protein
MMFACILD_00148	gene	2979	sucA			
MMFACILD_00148	CDS	2979	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
MMFACILD_00149	gene	1236	sucB			
MMFACILD_00149	CDS	1236	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
MMFACILD_00150	gene	567				
MMFACILD_00150	CDS	567				hypothetical protein
MMFACILD_00151	gene	393				
MMFACILD_00151	CDS	393				hypothetical protein
MMFACILD_00152	gene	393				
MMFACILD_00152	CDS	393				hypothetical protein
MMFACILD_00153	gene	1389	lpd3			
MMFACILD_00153	CDS	1389	lpd3	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase 3
MMFACILD_00154	gene	183				
MMFACILD_00154	CDS	183				hypothetical protein
MMFACILD_00155	gene	1368	spuC_1			
MMFACILD_00155	CDS	1368	spuC_1	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
MMFACILD_00156	gene	771	xynR_1			
MMFACILD_00156	CDS	771	xynR_1		COG1414	HTH-type transcriptional regulator XynR
MMFACILD_00157	gene	939				
MMFACILD_00157	CDS	939				hypothetical protein
MMFACILD_00158	gene	552				
MMFACILD_00158	CDS	552				hypothetical protein
MMFACILD_00159	gene	1497				
MMFACILD_00159	CDS	1497				hypothetical protein
MMFACILD_00160	gene	1485	puuC			
MMFACILD_00160	CDS	1485	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
MMFACILD_00161	gene	1287	dgdA			
MMFACILD_00161	CDS	1287	dgdA	4.1.1.64		2,2-dialkylglycine decarboxylase
MMFACILD_00162	gene	945	thrB			
MMFACILD_00162	CDS	945	thrB	2.7.1.39		Homoserine kinase
MMFACILD_00163	gene	1236				
MMFACILD_00163	CDS	1236				hypothetical protein
MMFACILD_00164	gene	1302	hisD			
MMFACILD_00164	CDS	1302	hisD	1.1.1.23		Histidinol dehydrogenase
MMFACILD_00165	gene	3408				
MMFACILD_00165	CDS	3408				hypothetical protein
MMFACILD_00166	gene	1281				
MMFACILD_00166	CDS	1281		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
MMFACILD_00167	gene	1215				
MMFACILD_00167	CDS	1215				hypothetical protein
MMFACILD_00168	gene	606				
MMFACILD_00168	CDS	606				hypothetical protein
MMFACILD_00169	gene	555	sigW			
MMFACILD_00169	CDS	555	sigW		COG1595	ECF RNA polymerase sigma factor SigW
MMFACILD_00170	gene	807	hpcG			
MMFACILD_00170	CDS	807	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
MMFACILD_00171	gene	861				
MMFACILD_00171	CDS	861				hypothetical protein
MMFACILD_00172	gene	981	bphC_1			
MMFACILD_00172	CDS	981	bphC_1	1.13.11.39		Manganese-dependent 2,3-dihydroxybiphenyl 1,2-dioxygenase
MMFACILD_00173	gene	852	hpcB			
MMFACILD_00173	CDS	852	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
MMFACILD_00174	gene	1509	amnC			
MMFACILD_00174	CDS	1509	amnC	1.2.1.32		2-aminomuconic 6-semialdehyde dehydrogenase
MMFACILD_00175	gene	396	hpcD			
MMFACILD_00175	CDS	396	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
MMFACILD_00176	gene	444	farR			
MMFACILD_00176	CDS	444	farR			HTH-type transcriptional regulator FarR
MMFACILD_00177	gene	1305	pdhC			
MMFACILD_00177	CDS	1305	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
MMFACILD_00178	gene	1374	dxs_1			
MMFACILD_00178	CDS	1374	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
MMFACILD_00179	gene	990	acoA			
MMFACILD_00179	CDS	990	acoA	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
MMFACILD_00180	gene	297				
MMFACILD_00180	CDS	297				hypothetical protein
MMFACILD_00181	gene	1584	aidB			
MMFACILD_00181	CDS	1584	aidB	1.3.99.-	COG1960	Putative acyl-CoA dehydrogenase AidB
MMFACILD_00182	gene	369				
MMFACILD_00182	CDS	369				hypothetical protein
MMFACILD_00183	gene	867				
MMFACILD_00183	CDS	867				hypothetical protein
MMFACILD_00184	gene	567	efp_1			
MMFACILD_00184	CDS	567	efp_1		COG0231	Elongation factor P
MMFACILD_00185	gene	1029	epmA			
MMFACILD_00185	CDS	1029	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
MMFACILD_00186	gene	1269	hscA			
MMFACILD_00186	CDS	1269	hscA			Chaperone protein HscA
MMFACILD_00187	gene	354				
MMFACILD_00187	CDS	354				hypothetical protein
MMFACILD_00188	gene	231	tatA			
MMFACILD_00188	CDS	231	tatA			Sec-independent protein translocase protein TatA
MMFACILD_00189	gene	639	tatB			
MMFACILD_00189	CDS	639	tatB			Sec-independent protein translocase protein TatB
MMFACILD_00190	gene	903	tatC			
MMFACILD_00190	CDS	903	tatC		COG0805	Sec-independent protein translocase protein TatC
MMFACILD_00191	gene	843				
MMFACILD_00191	CDS	843				hypothetical protein
MMFACILD_00192	gene	429				
MMFACILD_00192	CDS	429				hypothetical protein
MMFACILD_00193	gene	966	speB			
MMFACILD_00193	CDS	966	speB	3.5.3.11	COG0010	Agmatinase
MMFACILD_00194	gene	1353	glmU			
MMFACILD_00194	CDS	1353	glmU			Bifunctional protein GlmU
MMFACILD_00195	gene	1818	nodM			
MMFACILD_00195	CDS	1818	nodM	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MMFACILD_00196	gene	522				
MMFACILD_00196	CDS	522				hypothetical protein
MMFACILD_00197	gene	684				
MMFACILD_00197	CDS	684				hypothetical protein
MMFACILD_00198	gene	438				
MMFACILD_00198	CDS	438				hypothetical protein
MMFACILD_00199	gene	732				
MMFACILD_00199	CDS	732				hypothetical protein
MMFACILD_00200	gene	843				
MMFACILD_00200	CDS	843				hypothetical protein
MMFACILD_00201	gene	378				
MMFACILD_00201	CDS	378				hypothetical protein
MMFACILD_00202	gene	549	sigF			
MMFACILD_00202	CDS	549	sigF			ECF RNA polymerase sigma factor SigF
MMFACILD_00203	gene	633	nrsF			
MMFACILD_00203	CDS	633	nrsF			Anti-sigma-F factor NrsF
MMFACILD_00204	gene	933				
MMFACILD_00204	CDS	933				hypothetical protein
MMFACILD_00205	gene	771				
MMFACILD_00205	CDS	771				hypothetical protein
MMFACILD_00206	gene	3426	putA			
MMFACILD_00206	CDS	3426	putA		COG0506	Bifunctional protein PutA
MMFACILD_00207	gene	459	lrp_2			
MMFACILD_00207	CDS	459	lrp_2		COG1522	Leucine-responsive regulatory protein
MMFACILD_00208	gene	1506	xseA			
MMFACILD_00208	CDS	1506	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
MMFACILD_00209	gene	432				
MMFACILD_00209	CDS	432				hypothetical protein
MMFACILD_00210	gene	105				
MMFACILD_00210	CDS	105				hypothetical protein
MMFACILD_00211	gene	1263	purD			
MMFACILD_00211	CDS	1263	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
MMFACILD_00212	gene	723	recO			
MMFACILD_00212	CDS	723	recO			DNA repair protein RecO
MMFACILD_00213	gene	813				
MMFACILD_00213	CDS	813				hypothetical protein
MMFACILD_00214	gene	615				
MMFACILD_00214	CDS	615				hypothetical protein
MMFACILD_00215	gene	543	moaB			
MMFACILD_00215	CDS	543	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
MMFACILD_00216	gene	1470	mdtA_1			
MMFACILD_00216	CDS	1470	mdtA_1			Multidrug resistance protein MdtA
MMFACILD_00217	gene	3423	acrB			
MMFACILD_00217	CDS	3423	acrB		COG0841	Multidrug efflux pump subunit AcrB
MMFACILD_00218	gene	843				
MMFACILD_00218	CDS	843				hypothetical protein
MMFACILD_00219	gene	564				
MMFACILD_00219	CDS	564				hypothetical protein
MMFACILD_00220	gene	495				
MMFACILD_00220	CDS	495				hypothetical protein
MMFACILD_00221	gene	2889	ileS			
MMFACILD_00221	CDS	2889	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MMFACILD_00222	gene	456	ogt			
MMFACILD_00222	CDS	456	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
MMFACILD_00223	gene	696	pcs			
MMFACILD_00223	CDS	696	pcs	2.7.8.24	COG1183	Phosphatidylcholine synthase
MMFACILD_00224	gene	165				
MMFACILD_00224	CDS	165				hypothetical protein
MMFACILD_00225	gene	435	rpiB			
MMFACILD_00225	CDS	435	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
MMFACILD_00226	gene	948	xerC_2			
MMFACILD_00226	CDS	948	xerC_2		COG4973	Tyrosine recombinase XerC
MMFACILD_00227	gene	717				
MMFACILD_00227	CDS	717				hypothetical protein
MMFACILD_00228	gene	654	tal			
MMFACILD_00228	CDS	654	tal	2.2.1.2	COG0176	Transaldolase
MMFACILD_00229	gene	2205	priA			
MMFACILD_00229	CDS	2205	priA	3.6.4.-	COG1198	Primosomal protein N'
MMFACILD_00230	gene	357				
MMFACILD_00230	CDS	357				hypothetical protein
MMFACILD_00231	gene	594				
MMFACILD_00231	CDS	594				hypothetical protein
MMFACILD_00232	gene	486				
MMFACILD_00232	CDS	486				hypothetical protein
MMFACILD_00233	gene	378				
MMFACILD_00233	CDS	378				hypothetical protein
MMFACILD_00234	gene	1107	hisC_1			
MMFACILD_00234	CDS	1107	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
MMFACILD_00235	gene	2289	cutL_1			
MMFACILD_00235	CDS	2289	cutL_1	1.2.5.3		Carbon monoxide dehydrogenase large chain
MMFACILD_00236	gene	1155	ldc			
MMFACILD_00236	CDS	1155	ldc	4.1.1.17		Lysine/ornithine decarboxylase
MMFACILD_00237	gene	432	asnC			
MMFACILD_00237	CDS	432	asnC		COG1522	Regulatory protein AsnC
MMFACILD_00238	gene	714				
MMFACILD_00238	CDS	714				hypothetical protein
MMFACILD_00239	gene	699				
MMFACILD_00239	CDS	699				hypothetical protein
MMFACILD_00240	gene	1188	sgaA_1			
MMFACILD_00240	CDS	1188	sgaA_1	2.6.1.45	COG0075	Serine--glyoxylate aminotransferase
MMFACILD_00241	gene	792	ygfZ			
MMFACILD_00241	CDS	792	ygfZ			tRNA-modifying protein YgfZ
MMFACILD_00242	gene	366				
MMFACILD_00242	CDS	366				hypothetical protein
MMFACILD_00243	gene	975	secF			
MMFACILD_00243	CDS	975	secF		COG0341	Protein translocase subunit SecF
MMFACILD_00244	gene	1665	secD			
MMFACILD_00244	CDS	1665	secD		COG0342	Protein translocase subunit SecD
MMFACILD_00245	gene	333	yajC			
MMFACILD_00245	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
MMFACILD_00246	gene	972	gpsA			
MMFACILD_00246	CDS	972	gpsA	1.1.1.94		Glycerol-3-phosphate dehydrogenase [NAD(P)+]
MMFACILD_00247	gene	1293	pncB			
MMFACILD_00247	CDS	1293	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
MMFACILD_00248	gene	255				
MMFACILD_00248	CDS	255				hypothetical protein
MMFACILD_00249	gene	291				
MMFACILD_00249	CDS	291				hypothetical protein
MMFACILD_00250	gene	2751	acnA			
MMFACILD_00250	CDS	2751	acnA	4.2.1.3	COG1048	Aconitate hydratase A
MMFACILD_00251	gene	1005				
MMFACILD_00251	CDS	1005				hypothetical protein
MMFACILD_00252	gene	918	lpxL_1			
