locus_tag	ftype	length_bp	gene	EC_number	COG	product
CDDIDNMG_00020	CDS	1101	spuE_1		COG0687	Spermidine-binding periplasmic protein SpuE
CDDIDNMG_00021	gene	1089	potA_1			
CDDIDNMG_00021	CDS	1089	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
CDDIDNMG_00022	gene	918	potH_1			
CDDIDNMG_00022	CDS	918	potH_1		COG1176	Putrescine transport system permease protein PotH
CDDIDNMG_00023	gene	840	ydcV_1			
CDDIDNMG_00023	CDS	840	ydcV_1			Inner membrane ABC transporter permease protein YdcV
CDDIDNMG_00024	gene	237				
CDDIDNMG_00024	CDS	237				hypothetical protein
CDDIDNMG_00025	gene	1620	nfdA_1			
CDDIDNMG_00025	CDS	1620	nfdA_1	3.5.1.91		N-substituted formamide deformylase
CDDIDNMG_00026	gene	375				
CDDIDNMG_00026	CDS	375				hypothetical protein
CDDIDNMG_00027	gene	1182				
CDDIDNMG_00027	CDS	1182				hypothetical protein
CDDIDNMG_00028	gene	1119	iolG_1			
CDDIDNMG_00028	CDS	1119	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
CDDIDNMG_00029	gene	873	hexR			
CDDIDNMG_00029	CDS	873	hexR		COG1737	HTH-type transcriptional regulator HexR
CDDIDNMG_00030	gene	825	fabG_1			
CDDIDNMG_00030	CDS	825	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CDDIDNMG_00031	gene	918	iolE_1			
CDDIDNMG_00031	CDS	918	iolE_1	4.2.1.44	COG1082	Inosose dehydratase
CDDIDNMG_00032	gene	1872	iolD_1			
CDDIDNMG_00032	CDS	1872	iolD_1	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
CDDIDNMG_00033	gene	807	garL			
CDDIDNMG_00033	CDS	807	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
CDDIDNMG_00034	gene	960				
CDDIDNMG_00034	CDS	960		1.1.1.81	COG0111	Hydroxypyruvate reductase
CDDIDNMG_00035	gene	939	pgrR_1			
CDDIDNMG_00035	CDS	939	pgrR_1			HTH-type transcriptional regulator PgrR
CDDIDNMG_00036	gene	867	pdxI			
CDDIDNMG_00036	CDS	867	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
CDDIDNMG_00037	gene	870				
CDDIDNMG_00037	CDS	870				hypothetical protein
CDDIDNMG_00038	gene	1299	miaB			
CDDIDNMG_00038	CDS	1299	miaB	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
CDDIDNMG_00039	gene	543	oprF			
CDDIDNMG_00039	CDS	543	oprF		COG2885	Outer membrane porin F
CDDIDNMG_00040	gene	357				
CDDIDNMG_00040	CDS	357				hypothetical protein
CDDIDNMG_00041	gene	1017	ybeZ			
CDDIDNMG_00041	CDS	1017	ybeZ		COG1702	PhoH-like protein
CDDIDNMG_00042	gene	501	ybeY			
CDDIDNMG_00042	CDS	501	ybeY	3.1.-.-		Endoribonuclease YbeY
CDDIDNMG_00043	gene	918				
CDDIDNMG_00043	CDS	918				hypothetical protein
CDDIDNMG_00044	gene	1476	lnt			
CDDIDNMG_00044	CDS	1476	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
CDDIDNMG_00045	gene	1167	metK			
CDDIDNMG_00045	CDS	1167	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
CDDIDNMG_00046	gene	450				
CDDIDNMG_00046	CDS	450				hypothetical protein
CDDIDNMG_00047	gene	465	queF_1			
CDDIDNMG_00047	CDS	465	queF_1	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
CDDIDNMG_00048	gene	687	trmB			
CDDIDNMG_00048	CDS	687	trmB	2.1.1.33		tRNA (guanine-N(7)-)-methyltransferase
CDDIDNMG_00049	gene	1353	aroA			
CDDIDNMG_00049	CDS	1353	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
CDDIDNMG_00050	gene	465				
CDDIDNMG_00050	CDS	465				hypothetical protein
CDDIDNMG_00051	gene	660				
CDDIDNMG_00051	CDS	660				hypothetical protein
CDDIDNMG_00052	gene	582	cmk			
CDDIDNMG_00052	CDS	582	cmk	2.7.4.25	COG0283	Cytidylate kinase
CDDIDNMG_00053	gene	945				
CDDIDNMG_00053	CDS	945				hypothetical protein
CDDIDNMG_00054	gene	1017	cytR_1			
CDDIDNMG_00054	CDS	1017	cytR_1		COG1609	HTH-type transcriptional repressor CytR
CDDIDNMG_00055	gene	1605	rbsA_1			
CDDIDNMG_00055	CDS	1605	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
CDDIDNMG_00056	gene	1011	rbsC_1			
CDDIDNMG_00056	CDS	1011	rbsC_1		COG1172	Ribose import permease protein RbsC
CDDIDNMG_00057	gene	954				
CDDIDNMG_00057	CDS	954				hypothetical protein
CDDIDNMG_00058	gene	795				
CDDIDNMG_00058	CDS	795				hypothetical protein
CDDIDNMG_00059	gene	2166	zntA_1			
CDDIDNMG_00059	CDS	2166	zntA_1	3.6.3.3		Zinc/cadmium/lead-transporting P-type ATPase
CDDIDNMG_00060	gene	438	zntR_1			
CDDIDNMG_00060	CDS	438	zntR_1		COG0789	HTH-type transcriptional regulator ZntR
CDDIDNMG_00061	gene	807				
CDDIDNMG_00061	CDS	807				hypothetical protein
CDDIDNMG_00062	gene	867	potB_1			
CDDIDNMG_00062	CDS	867	potB_1		COG1176	Spermidine/putrescine transport system permease protein PotB
CDDIDNMG_00063	gene	1056	cysA_1			
CDDIDNMG_00063	CDS	1056	cysA_1	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
CDDIDNMG_00064	gene	1143				
CDDIDNMG_00064	CDS	1143				hypothetical protein
CDDIDNMG_00065	gene	1317	astC			
CDDIDNMG_00065	CDS	1317	astC	2.6.1.81	COG4992	Succinylornithine transaminase
CDDIDNMG_00066	gene	897	hcaR			
CDDIDNMG_00066	CDS	897	hcaR			Hca operon transcriptional activator HcaR
CDDIDNMG_00067	gene	906	cynR_1			
CDDIDNMG_00067	CDS	906	cynR_1			HTH-type transcriptional regulator CynR
CDDIDNMG_00068	gene	714	pxpA_1			
CDDIDNMG_00068	CDS	714	pxpA_1	3.5.2.9		5-oxoprolinase subunit A
CDDIDNMG_00069	gene	234	accB_1			
CDDIDNMG_00069	CDS	234	accB_1		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
CDDIDNMG_00070	gene	1374	accC_1			
CDDIDNMG_00070	CDS	1374	accC_1	6.3.4.14	COG0439	Biotin carboxylase
CDDIDNMG_00071	gene	876	pxpB_1			
CDDIDNMG_00071	CDS	876	pxpB_1	3.5.2.9	COG2049	5-oxoprolinase subunit B
CDDIDNMG_00072	gene	969	pxpC_1			
CDDIDNMG_00072	CDS	969	pxpC_1	3.5.2.9	COG1984	5-oxoprolinase subunit C
CDDIDNMG_00073	gene	945	nphR			
CDDIDNMG_00073	CDS	945	nphR			Transcriptional activator NphR
CDDIDNMG_00074	gene	1785	apc4_1			
CDDIDNMG_00074	CDS	1785	apc4_1	6.4.1.8	COG0146	Acetophenone carboxylase delta subunit
CDDIDNMG_00075	gene	2082	apc3_1			
CDDIDNMG_00075	CDS	2082	apc3_1	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
CDDIDNMG_00076	gene	765	lptB_1			
CDDIDNMG_00076	CDS	765	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
CDDIDNMG_00077	gene	735	livF_1			
CDDIDNMG_00077	CDS	735	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
CDDIDNMG_00078	gene	903	livH_1			
CDDIDNMG_00078	CDS	903	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
CDDIDNMG_00079	gene	1083				
CDDIDNMG_00079	CDS	1083				hypothetical protein
CDDIDNMG_00080	gene	1188				
CDDIDNMG_00080	CDS	1188				hypothetical protein
CDDIDNMG_00081	gene	900	msrP			
CDDIDNMG_00081	CDS	900	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
CDDIDNMG_00082	gene	600	mamZ			
CDDIDNMG_00082	CDS	600	mamZ			Magnetosome protein MamZ
CDDIDNMG_00083	gene	1461				
CDDIDNMG_00083	rRNA	1461				16S ribosomal RNA
CDDIDNMG_00084	gene	77				
CDDIDNMG_00084	tRNA	77				tRNA-Ile(gat)
CDDIDNMG_00085	gene	76				
CDDIDNMG_00085	tRNA	76				tRNA-Ala(tgc)
CDDIDNMG_00086	gene	2828				
CDDIDNMG_00086	rRNA	2828				23S ribosomal RNA
CDDIDNMG_00087	gene	109				
CDDIDNMG_00087	rRNA	109				5S ribosomal RNA
CDDIDNMG_00088	gene	77				
CDDIDNMG_00088	tRNA	77				tRNA-Met(cat)
CDDIDNMG_00089	gene	510				
CDDIDNMG_00089	CDS	510				hypothetical protein
CDDIDNMG_00090	gene	741				
CDDIDNMG_00090	CDS	741				hypothetical protein
CDDIDNMG_00091	gene	654				
CDDIDNMG_00091	CDS	654				hypothetical protein
CDDIDNMG_00092	gene	393				
CDDIDNMG_00092	CDS	393				IS3 family transposase ISXau3
CDDIDNMG_00093	gene	2376				
CDDIDNMG_00093	CDS	2376				hypothetical protein
CDDIDNMG_00094	gene	84				
CDDIDNMG_00094	tRNA	84				tRNA-Leu(caa)
CDDIDNMG_00095	gene	861				
CDDIDNMG_00095	CDS	861				hypothetical protein
CDDIDNMG_00096	gene	585				
CDDIDNMG_00096	CDS	585				hypothetical protein
CDDIDNMG_00097	gene	462	dsbB			
CDDIDNMG_00097	CDS	462	dsbB			Disulfide bond formation protein B
CDDIDNMG_00098	gene	663				
CDDIDNMG_00098	CDS	663				hypothetical protein
CDDIDNMG_00099	gene	1164				
CDDIDNMG_00099	CDS	1164				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
CDDIDNMG_00100	gene	333	erpA			
CDDIDNMG_00100	CDS	333	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
CDDIDNMG_00101	gene	693				
CDDIDNMG_00101	CDS	693				hypothetical protein
CDDIDNMG_00102	gene	780	xthA_1			
CDDIDNMG_00102	CDS	780	xthA_1	3.1.11.2	COG0708	Exodeoxyribonuclease III
CDDIDNMG_00103	gene	681				
CDDIDNMG_00103	CDS	681				hypothetical protein
CDDIDNMG_00104	gene	1281	puuB_1			
CDDIDNMG_00104	CDS	1281	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
CDDIDNMG_00105	gene	1182	xlnD			
CDDIDNMG_00105	CDS	1182	xlnD	1.14.13.24		3-hydroxybenzoate 6-hydroxylase 1
CDDIDNMG_00106	gene	474	dksA_1			
CDDIDNMG_00106	CDS	474	dksA_1		COG1734	RNA polymerase-binding transcription factor DksA
CDDIDNMG_00107	gene	840				
CDDIDNMG_00107	CDS	840				hypothetical protein
CDDIDNMG_00108	gene	546				
CDDIDNMG_00108	CDS	546				hypothetical protein
CDDIDNMG_00109	gene	1329				
CDDIDNMG_00109	CDS	1329				hypothetical protein
CDDIDNMG_00110	gene	171				
CDDIDNMG_00110	CDS	171				hypothetical protein
CDDIDNMG_00111	gene	1182				
CDDIDNMG_00111	CDS	1182				hypothetical protein
CDDIDNMG_00112	gene	687	bepA_1			
CDDIDNMG_00112	CDS	687	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
CDDIDNMG_00113	gene	549				
CDDIDNMG_00113	CDS	549				hypothetical protein
CDDIDNMG_00114	gene	1266	rlmI			
CDDIDNMG_00114	CDS	1266	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
CDDIDNMG_00115	gene	693				
CDDIDNMG_00115	CDS	693				hypothetical protein
CDDIDNMG_00116	gene	1806	edd			
CDDIDNMG_00116	CDS	1806	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
CDDIDNMG_00117	gene	642	eda			
CDDIDNMG_00117	CDS	642	eda		COG0800	KHG/KDPG aldolase
CDDIDNMG_00118	gene	291				
CDDIDNMG_00118	CDS	291				hypothetical protein
CDDIDNMG_00119	gene	360				
CDDIDNMG_00119	CDS	360				hypothetical protein
CDDIDNMG_00120	gene	486				
CDDIDNMG_00120	CDS	486				hypothetical protein
CDDIDNMG_00121	gene	276				
CDDIDNMG_00121	CDS	276				hypothetical protein
CDDIDNMG_00122	gene	2802	glnE			
CDDIDNMG_00122	CDS	2802	glnE	2.7.7.42		Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
CDDIDNMG_00123	gene	465				
CDDIDNMG_00123	CDS	465				hypothetical protein
CDDIDNMG_00124	gene	474				
CDDIDNMG_00124	CDS	474				hypothetical protein
CDDIDNMG_00125	gene	765	bpt			
CDDIDNMG_00125	CDS	765	bpt	2.3.2.29	COG2935	Aspartate/glutamate leucyltransferase
CDDIDNMG_00126	gene	375				
CDDIDNMG_00126	CDS	375				hypothetical protein
CDDIDNMG_00127	gene	1755	ilvI			
CDDIDNMG_00127	CDS	1755	ilvI	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
CDDIDNMG_00128	gene	561	ilvH			
CDDIDNMG_00128	CDS	561	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
CDDIDNMG_00129	gene	1974	ccmF			
CDDIDNMG_00129	CDS	1974	ccmF		COG1138	Cytochrome c-type biogenesis protein CcmF
CDDIDNMG_00130	gene	450				
CDDIDNMG_00130	CDS	450				hypothetical protein
CDDIDNMG_00131	gene	768	paaG			
CDDIDNMG_00131	CDS	768	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
CDDIDNMG_00132	gene	435				
CDDIDNMG_00132	CDS	435				hypothetical protein
CDDIDNMG_00133	gene	924	arcA_1			
CDDIDNMG_00133	CDS	924	arcA_1	3.5.3.1		Arginase
CDDIDNMG_00134	gene	930				
CDDIDNMG_00134	CDS	930				hypothetical protein
CDDIDNMG_00135	gene	1044	ocd			
CDDIDNMG_00135	CDS	1044	ocd	4.3.1.12		Ornithine cyclodeaminase
CDDIDNMG_00136	gene	1041	kamA			
CDDIDNMG_00136	CDS	1041	kamA	5.4.3.2	COG1509	L-lysine 2,3-aminomutase
CDDIDNMG_00137	gene	270				
CDDIDNMG_00137	CDS	270				hypothetical protein
CDDIDNMG_00138	gene	2715	gyrA			
CDDIDNMG_00138	CDS	2715	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
CDDIDNMG_00139	gene	321				
CDDIDNMG_00139	CDS	321				hypothetical protein
CDDIDNMG_00140	gene	378	yqjF_1			
CDDIDNMG_00140	CDS	378	yqjF_1		COG2259	Inner membrane protein YqjF
CDDIDNMG_00141	gene	351				
CDDIDNMG_00141	CDS	351				hypothetical protein
CDDIDNMG_00142	gene	1329	trmFO			
CDDIDNMG_00142	CDS	1329	trmFO	2.1.1.74		Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
CDDIDNMG_00143	gene	921	gltX_1			
CDDIDNMG_00143	CDS	921	gltX_1	6.1.1.17	COG0008	Glutamate--tRNA ligase
CDDIDNMG_00144	gene	357	hisI			
CDDIDNMG_00144	CDS	357	hisI	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
CDDIDNMG_00145	gene	441				
CDDIDNMG_00145	CDS	441				hypothetical protein
CDDIDNMG_00146	gene	123				
CDDIDNMG_00146	CDS	123				hypothetical protein
CDDIDNMG_00147	gene	2085	recG			
CDDIDNMG_00147	CDS	2085	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
CDDIDNMG_00148	gene	2115	ligA			
CDDIDNMG_00148	CDS	2115	ligA	6.5.1.2	COG0272	DNA ligase
CDDIDNMG_00149	gene	711	ctrA			
CDDIDNMG_00149	CDS	711	ctrA			Cell cycle response regulator CtrA
CDDIDNMG_00150	gene	279				
CDDIDNMG_00150	CDS	279				hypothetical protein
CDDIDNMG_00151	gene	1134	mnmA			
CDDIDNMG_00151	CDS	1134	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
CDDIDNMG_00152	gene	1131	lpxB			
CDDIDNMG_00152	CDS	1131	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
CDDIDNMG_00153	gene	795	lpxI			
CDDIDNMG_00153	CDS	795	lpxI	3.6.1.54	COG3494	UDP-2,3-diacylglucosamine pyrophosphatase LpxI
CDDIDNMG_00154	gene	798	lpxA			
CDDIDNMG_00154	CDS	798	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
CDDIDNMG_00155	gene	471	fabZ			
CDDIDNMG_00155	CDS	471	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
CDDIDNMG_00156	gene	588				
CDDIDNMG_00156	CDS	588				hypothetical protein
CDDIDNMG_00157	gene	2325	bamA_1			
CDDIDNMG_00157	CDS	2325	bamA_1		COG4775	Outer membrane protein assembly factor BamA
CDDIDNMG_00158	gene	138				
CDDIDNMG_00158	CDS	138				hypothetical protein
CDDIDNMG_00159	gene	1350	rseP			
CDDIDNMG_00159	CDS	1350	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
CDDIDNMG_00160	gene	1182	dxr			
CDDIDNMG_00160	CDS	1182	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
CDDIDNMG_00161	gene	798				
CDDIDNMG_00161	CDS	798				hypothetical protein
CDDIDNMG_00162	gene	732	ispU			
CDDIDNMG_00162	CDS	732	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
CDDIDNMG_00163	gene	564	frr			
CDDIDNMG_00163	CDS	564	frr		COG0233	Ribosome-recycling factor
CDDIDNMG_00164	gene	732	pyrH			
CDDIDNMG_00164	CDS	732	pyrH	2.7.4.22	COG0528	Uridylate kinase
CDDIDNMG_00165	gene	132				
CDDIDNMG_00165	CDS	132				hypothetical protein
CDDIDNMG_00166	gene	873	miaA			
CDDIDNMG_00166	CDS	873	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
CDDIDNMG_00167	gene	849				
CDDIDNMG_00167	CDS	849				hypothetical protein
CDDIDNMG_00168	gene	1695				
CDDIDNMG_00168	CDS	1695				hypothetical protein
CDDIDNMG_00169	gene	1086	dppB_1			
CDDIDNMG_00169	CDS	1086	dppB_1		COG0601	Dipeptide transport system permease protein DppB
CDDIDNMG_00170	gene	1170				
CDDIDNMG_00170	CDS	1170				hypothetical protein
CDDIDNMG_00171	gene	2088	gsiA_1			
CDDIDNMG_00171	CDS	2088	gsiA_1	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
CDDIDNMG_00172	gene	1344	dadA_1			
CDDIDNMG_00172	CDS	1344	dadA_1	1.4.99.-		D-amino acid dehydrogenase
CDDIDNMG_00173	gene	1158	argE_1			
CDDIDNMG_00173	CDS	1158	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
CDDIDNMG_00174	gene	1026	oppD_1			
CDDIDNMG_00174	CDS	1026	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
CDDIDNMG_00175	gene	1047	oppF_1			
CDDIDNMG_00175	CDS	1047	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
CDDIDNMG_00176	gene	1701	gsiB_1			
CDDIDNMG_00176	CDS	1701	gsiB_1		COG0747	Glutathione-binding protein GsiB
CDDIDNMG_00177	gene	1008	gsiC_1			
CDDIDNMG_00177	CDS	1008	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
CDDIDNMG_00178	gene	912	gsiD_1			
CDDIDNMG_00178	CDS	912	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
CDDIDNMG_00179	gene	939	ansA			
CDDIDNMG_00179	CDS	939	ansA	3.5.1.1	COG0252	L-asparaginase 1
CDDIDNMG_00180	gene	1275				
CDDIDNMG_00180	CDS	1275				hypothetical protein
CDDIDNMG_00181	gene	1434	pntB			
CDDIDNMG_00181	CDS	1434	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
CDDIDNMG_00182	gene	1578	pntA			
CDDIDNMG_00182	CDS	1578	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
CDDIDNMG_00183	gene	1194	kynU_1			
CDDIDNMG_00183	CDS	1194	kynU_1	3.7.1.3		Kynureninase
CDDIDNMG_00184	gene	198				
CDDIDNMG_00184	CDS	198				hypothetical protein
CDDIDNMG_00185	gene	900	kynA			
CDDIDNMG_00185	CDS	900	kynA	1.13.11.11	COG3483	Tryptophan 2,3-dioxygenase
CDDIDNMG_00186	gene	1080				
CDDIDNMG_00186	CDS	1080				hypothetical protein
CDDIDNMG_00187	gene	684				
CDDIDNMG_00187	CDS	684				hypothetical protein
CDDIDNMG_00188	gene	228				
CDDIDNMG_00188	CDS	228				hypothetical protein
CDDIDNMG_00189	gene	777	puuD			
CDDIDNMG_00189	CDS	777	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
CDDIDNMG_00190	gene	678	ribN_1			
CDDIDNMG_00190	CDS	678	ribN_1			Riboflavin transporter
CDDIDNMG_00191	gene	153				
CDDIDNMG_00191	CDS	153				hypothetical protein
CDDIDNMG_00192	gene	756	stf0			
CDDIDNMG_00192	CDS	756	stf0	2.8.2.37	COG4424	Trehalose 2-sulfotransferase
CDDIDNMG_00193	gene	426				
CDDIDNMG_00193	CDS	426				hypothetical protein
CDDIDNMG_00194	gene	1209	sgaA_1			
CDDIDNMG_00194	CDS	1209	sgaA_1	2.6.1.45	COG0075	Serine--glyoxylate aminotransferase
CDDIDNMG_00195	gene	1647	msbA_1			
CDDIDNMG_00195	CDS	1647	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
CDDIDNMG_00196	gene	750	ygfZ			
CDDIDNMG_00196	CDS	750	ygfZ			tRNA-modifying protein YgfZ
CDDIDNMG_00197	gene	816	suhB_1			
CDDIDNMG_00197	CDS	816	suhB_1	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
CDDIDNMG_00198	gene	564	efp_1			
CDDIDNMG_00198	CDS	564	efp_1			Elongation factor P
CDDIDNMG_00199	gene	327				
CDDIDNMG_00199	CDS	327				hypothetical protein
CDDIDNMG_00200	gene	858				
CDDIDNMG_00200	CDS	858				hypothetical protein
CDDIDNMG_00201	gene	1392	bepC			
CDDIDNMG_00201	CDS	1392	bepC			Outer membrane efflux protein BepC
CDDIDNMG_00202	gene	639	pcm_1			
CDDIDNMG_00202	CDS	639	pcm_1	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
CDDIDNMG_00203	gene	348				
CDDIDNMG_00203	CDS	348				hypothetical protein
CDDIDNMG_00204	gene	615				
CDDIDNMG_00204	CDS	615				hypothetical protein
CDDIDNMG_00205	gene	171				
CDDIDNMG_00205	CDS	171				hypothetical protein
CDDIDNMG_00206	gene	1635	bclA			
CDDIDNMG_00206	CDS	1635	bclA	6.2.1.25		Benzoate--CoA ligase
CDDIDNMG_00207	gene	405				
CDDIDNMG_00207	CDS	405				hypothetical protein
CDDIDNMG_00208	gene	411				
CDDIDNMG_00208	CDS	411				hypothetical protein
CDDIDNMG_00209	gene	1137	caiA			
CDDIDNMG_00209	CDS	1137	caiA	1.3.8.13		Crotonobetainyl-CoA reductase
CDDIDNMG_00210	gene	810				
CDDIDNMG_00210	CDS	810		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
CDDIDNMG_00211	gene	390	mhqR			
CDDIDNMG_00211	CDS	390	mhqR		COG1846	HTH-type transcriptional regulator MhqR
CDDIDNMG_00212	gene	741	bacC_1			
CDDIDNMG_00212	CDS	741	bacC_1	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
CDDIDNMG_00213	gene	2283	namA_1			
CDDIDNMG_00213	CDS	2283	namA_1	1.6.99.1		NADPH dehydrogenase
CDDIDNMG_00214	gene	759	paaF			
CDDIDNMG_00214	CDS	759	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
CDDIDNMG_00215	gene	1125	fadJ_1			
CDDIDNMG_00215	CDS	1125	fadJ_1	5.1.2.3		Fatty acid oxidation complex subunit alpha
CDDIDNMG_00216	gene	1125	kynU_2			
CDDIDNMG_00216	CDS	1125	kynU_2	3.7.1.3		Kynureninase
CDDIDNMG_00217	gene	1287				
CDDIDNMG_00217	CDS	1287		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
CDDIDNMG_00218	gene	690				
CDDIDNMG_00218	CDS	690			COG2968	26 kDa periplasmic immunogenic protein
CDDIDNMG_00219	gene	3084				
CDDIDNMG_00219	CDS	3084				hypothetical protein
CDDIDNMG_00220	gene	1086	hpd			
CDDIDNMG_00220	CDS	1086	hpd	1.13.11.27		4-hydroxyphenylpyruvate dioxygenase
CDDIDNMG_00221	gene	456	decR_1			
CDDIDNMG_00221	CDS	456	decR_1		COG1522	DNA-binding transcriptional activator DecR
CDDIDNMG_00222	gene	1962	kefC_1			
CDDIDNMG_00222	CDS	1962	kefC_1		COG0475	Glutathione-regulated potassium-efflux system protein KefC
CDDIDNMG_00223	gene	510	carD			
CDDIDNMG_00223	CDS	510	carD		COG1329	RNA polymerase-binding transcription factor CarD
CDDIDNMG_00224	gene	339	fdxA_1			
